Weather,City,Subservice,Service,Price
Extreme,Noida,Single battery inverter installation,Laptop Repair,68.85
Extreme,Haridwar,Single pole MCB installation,Men/kids haircut,105.09
Extreme,Lucknow,AC switchbox installation,Full home cleaning,484.09
Extreme,Ahemdabad,Mini home theater installation,Carpenter,191.3
Extreme,Lucknow,Waste pipe leakage,Laptop Repair,353.11
Fine,Delhi,Door bell installation,Pest control,261.2
Fine,Lucknow,Four Pole MCB Installation,Kitchen cleaning,261.38
Fine,Rishikesh,TV installation (up to 48 inches),Kitchen cleaning,224.71
Fine,Haridwar,Replace CFL to LED,Water Purifier Repair,195.87
Extreme,Ahemdabad,AC switchbox installation,Washing Machine Repair,199.88
Extreme,Dehradun,Decorative Lights Installation (per 5m),Pest control,294.69
Fine,Lucknow,Switchboard installation,Microwave Repair,472.98
Extreme,Rishikesh,TV installation (above 48 inches),Laptop Repair,433.46
Extreme,Lucknow,3 Phase Changeover Switch Installation,Home painting,461.57
Extreme,Noida,Chandelier installation (more than 6 bulbs),Face care,269.96
Fine,Rishikesh,Tap installation,Washing Machine Repair,406.38
Fine,Lucknow,Fan uninstallation,Refrigerator Repair,50.84
Extreme,Rishikesh,Decorative Lights Uninstallation (per 5m),Water Purifier Repair,139.57
Extreme,Dehradun,Lantern Installation,Bathroom cleaning,339.16
Fine,Dehradun,Fuse 5 / 15 Amp,Shave/beard grooming,371.07
Fine,Jaipur,Thermal Cut Off (TCO),Carpenter,53.86
Fine,Ahemdabad,MCB fuse replacement,Laptop Repair,57.85
Extreme,Rishikesh,PCB Repair,Chimney Repair,399.96
Extreme,Dehradun,Decorative Lights Installation (per 5m),Laptop Repair,447.96
Fine,Delhi,TV installation (above 48 inches),Microwave Repair,309.1
Extreme,Haridwar,Shower installation (ceiling mounted),Water Purifier Repair,402.64
Fine,Dehradun,Switch/socket replacement,Water Purifier Repair,208.65
Extreme,Lucknow,Fan repair,Massage,107.66
Fine,Haridwar,Decorative ceiling fan installation,Kitchen cleaning,447.67
Extreme,Delhi,Material Procurement Charges,Massage,236.48
Fine,Delhi,Shower installation (ceiling mounted),Microwave Repair,327.1
Fine,Delhi,Door bell replacement,Hair colour,339.56
Fine,Lucknow,Mini home theater installation,Laptop Repair,76.65
Fine,Dehradun,PCB Repair,Bathroom cleaning,107.97
Fine,Dehradun,Geyser Uninstallation,Shave/beard grooming,430.45
Extreme,Noida,Drainage pipe blockage removal,Carpenter,252.2
Fine,Rishikesh,Single battery inverter installation,Massage,214.75
Fine,Lucknow,AC switchbox installation,Pest control,244.9
Extreme,Jaipur,New wiring without casing (per 5m),Water Purifier Repair,410.49
Fine,Jaipur,Hot & cold water mixer installation,Massage,406.35
Extreme,Jaipur,Shower installation (wall mounted/ hand-held),Chimney Repair,107.2
Extreme,Delhi,Geyser Installation,Men/kids haircut,119.01
Fine,Dehradun,Decorative Lights Uninstallation (per 5m),Washing Machine Repair,405.15
Fine,Dehradun,New internal wiring (per 5m),Home painting,228.44
Extreme,Dehradun,Chandelier installation (more than 6 bulbs),Electrician,496.76
Extreme,Dehradun,TV installation (up to 48 inches),Refrigerator Repair,453.5
Extreme,Jaipur,Bulbs installation (upto 5 bulbs),Chimney Repair,383.55
Fine,Jaipur,Timer,Face care,373.34
Fine,Dehradun,Single battery inverter installation,Face care,141.99
Fine,Delhi,Double Pole MCB Installation,Home painting,480.8
Fine,Rishikesh,Tap replacement,Carpenter,457.75
Fine,Ahemdabad,Tap installation,Water Purifier Repair,306.76
Extreme,Dehradun,Fuse 5 / 15 Amp,Electrician,291.4
Fine,Delhi,Decorative Lights Installation (per 5m),Bathroom cleaning,254.3
Fine,Delhi,3 Phase Changeover Switch Installation,Hair colour,325.82
Extreme,Ahemdabad,Balcony drain blockage removal,Refrigerator Repair,209.81
Fine,Lucknow,Decorative Lights Installation (per 5m),Shave/beard grooming,403.56
Fine,Dehradun,Waste pipe leakage,Water Purifier Repair,478.99
Fine,Ahemdabad,Thermal Cut Off (TCO),Plumber,495.68
Extreme,Haridwar,Fuse 5 / 15 Amp,Water Purifier Repair,352.1
Fine,Jaipur,3 Phase Changeover Switch Installation,Shave/beard grooming,499.92
Fine,Noida,Inverter fuse replacement,Bathroom cleaning,111.89
Extreme,Jaipur,Sub meter installation,Pest control,375.65
Fine,Delhi,Single pole MCB installation,Water Purifier Repair,258.57
Extreme,Lucknow,Hot & cold water mixer repair,Shave/beard grooming,102.19
Fine,Jaipur,Lights Uninstallation (per 20 m),Bathroom cleaning,409.68
Extreme,Dehradun,Door bell installation,Laptop Repair,58.38
Extreme,Rishikesh,Double battery inverter installation,Chimney Repair,71.56
Fine,Haridwar,Replace CFL to LED,Home painting,492.49
Extreme,Rishikesh,Room heater repair,Water Purifier Repair,446.82
Fine,Haridwar,Fan repair,Electrician,168.55
Fine,Jaipur,Decorative ceiling fan installation,Hair colour,332.78
Extreme,Noida,Material Procurement Charges,Massage,399.52
Extreme,Delhi,Mini home theater installation,Washing Machine Repair,227.82
Fine,Lucknow,Ceiling fan regulator replacement,Microwave Repair,198.77
Fine,Haridwar,Geyser Uninstallation,Hair colour,433.9
Fine,Haridwar,Lantern Installation,Shave/beard grooming,371.11
Extreme,Ahemdabad,Balcony drain blockage removal,Chimney Repair,336.45
Fine,Dehradun,Inverter fuse replacement,Microwave Repair,131.03
Extreme,Dehradun,MCB fuse replacement,Laptop Repair,85.75
Fine,Rishikesh,Shower installation (ceiling mounted),Chimney Repair,175.78
Extreme,Jaipur,Timer,Refrigerator Repair,298.34
Fine,Haridwar,Shower installation (wall mounted/ hand-held),Massage,419.46
Fine,Rishikesh,Tubelight Installation/Repair,Massage,114.56
Extreme,Jaipur,Minor fittings installation,Water Purifier Repair,217.9
Extreme,Delhi,Material Procurement Charges,Electrician,300.82
Extreme,Jaipur,Decorative ceiling fan installation,Chimney Repair,233.16
Extreme,Jaipur,Wash basin installation,Plumber,462.13
Extreme,Haridwar,Fuse 5 / 15 Amp,Carpenter,170.78
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Kitchen cleaning,240.8
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Plumber,430.81
Extreme,Delhi,Wash basin blockage removal,Electrician,91.24
Extreme,Jaipur,Bulb,Hair colour,461.95
Extreme,Rishikesh,Minor fittings installation,Men/kids haircut,263.48
Extreme,Ahemdabad,Double Pole MCB Installation,Shave/beard grooming,446.52
Extreme,Haridwar,Fan repair,Chimney Repair,363.19
Fine,Jaipur,Door bell installation,Washing Machine Repair,340.73
Extreme,Jaipur,Tap installation,Kitchen cleaning,155.19
Extreme,Haridwar,Geyser Uninstallation,Men/kids haircut,495.09
Extreme,Lucknow,Four Pole MCB Installation,Chimney Repair,415.17
Fine,Lucknow,Mini home theater installation,Carpenter,475.71
Extreme,Dehradun,Single pole MCB installation,Refrigerator Repair,383.52
Extreme,Noida,3 Phase Changeover Switch Installation,Hair colour,155.39
Fine,Rishikesh,Fan uninstallation,Shave/beard grooming,83.06
Extreme,Delhi,New wiring without casing (per 5m),Carpenter,304.81
Extreme,Haridwar,Minor fittings installation,Shave/beard grooming,279.98
Extreme,Jaipur,Fan uninstallation,Face care,203.79
Fine,Jaipur,Fan repair,Microwave Repair,487.45
Fine,Rishikesh,Decorative Lights Installation (per 10m),Kitchen cleaning,111.8
Fine,Jaipur,Wash basin installation,Electrician,85.45
Fine,Noida,Lights Uninstallation (per 20 m),Carpenter,434.71
Extreme,Haridwar,Door bell installation,Shave/beard grooming,140.91
Extreme,Ahemdabad,Geyser Installation,Water Purifier Repair,220.53
Extreme,Lucknow,Chandelier installation (upto 6 bulbs),Men/kids haircut,348.2
Fine,Rishikesh,Tap replacement,Kitchen cleaning,335.14
Extreme,Delhi,Sub meter installation,Laptop Repair,283.99
Extreme,Jaipur,MCB fuse replacement,Carpenter,108.92
Fine,Haridwar,Door bell installation,Water Purifier Repair,451.02
Fine,Ahemdabad,Sub meter installation,Men/kids haircut,288.86
Fine,Dehradun,Inverter fuse replacement,Refrigerator Repair,439.81
Extreme,Lucknow,Bulbs installation (upto 5 bulbs),Water Purifier Repair,108.73
Fine,Delhi,Decorative ceiling fan installation,Full home cleaning,290.41
Extreme,Rishikesh,3 Phase changeover switch installation,Hair colour,451.49
Extreme,Jaipur,PCB Repair,Microwave Repair,359.33
Fine,Haridwar,Inverter PCB Card Replacement,Hair colour,227.74
Extreme,Rishikesh,Geyser Installation,Electrician,469.59
Extreme,Rishikesh,PCB Repair,Face care,105.66
Fine,Ahemdabad,Geyser Uninstallation,Chimney Repair,71.21
Fine,Dehradun,New wiring with casing (per 5m),Electrician,308.15
Fine,Ahemdabad,Ceiling Fan Installation,Face care,60.92
Extreme,Dehradun,Thermal Cut Off (TCO),Electrician,99.64
Extreme,Dehradun,Shower installation (ceiling mounted),Washing Machine Repair,442.25
Fine,Haridwar,Ceiling fan regulator replacement,Full home cleaning,341.53
Fine,Haridwar,New wiring with casing (per 5m),Bathroom cleaning,489.81
Extreme,Delhi,New internal wiring (per 5m),Electrician,347.89
Extreme,Dehradun,Balcony drain blockage removal,Kitchen cleaning,440.67
Extreme,Ahemdabad,Tap repair,Massage,177.1
Fine,Lucknow,Tap installation,Bathroom cleaning,462.99
Extreme,Rishikesh,3 Phase changeover switch installation,Water Purifier Repair,57.43
Extreme,Rishikesh,Balcony drain blockage removal,Massage,333.88
Extreme,Dehradun,Door bell replacement,Full home cleaning,290.89
Fine,Dehradun,Tap repair,Massage,343.05
Extreme,Rishikesh,Bulb,Full home cleaning,170.65
Extreme,Jaipur,Fan replacement,Home painting,308.46
Fine,Jaipur,Decorative Lights Installation (per 15m),Pest control,443.3
Fine,Haridwar,Wash Basin Leakage Repair,Bathroom cleaning,72.76
Extreme,Lucknow,Wash basin blockage removal,Bathroom cleaning,97.87
Fine,Jaipur,Ceiling fan regulator replacement,Massage,145.32
Fine,Lucknow,AC switchbox installation,Carpenter,361.06
Fine,Noida,Decorative Lights Installation (per 5m),Kitchen cleaning,289.25
Fine,Dehradun,Ceiling fan regulator replacement,Kitchen cleaning,459.13
Extreme,Ahemdabad,Sub meter installation,Laptop Repair,434.07
Fine,Rishikesh,Minor fittings installation,Home painting,329.15
Fine,Ahemdabad,Ceiling fan regulator replacement,Massage,88.96
Fine,Noida,TV installation (above 48 inches),Pest control,106.91
Extreme,Haridwar,Waste pipe leakage,Face care,470.46
Extreme,Noida,Cavity sensor,Bathroom cleaning,66.66
Fine,Rishikesh,Balcony drain blockage removal,Water Purifier Repair,307.07
Extreme,Rishikesh,Fuse 5 / 15 Amp,Water Purifier Repair,336
Extreme,Jaipur,Shower installation (ceiling mounted),Full home cleaning,210.6
Extreme,Ahemdabad,Timer,Microwave Repair,394.04
Fine,Dehradun,Wash Basin Leakage Repair,Plumber,364.24
Extreme,Jaipur,Switch Membrane / Key Pad Repair,Massage,195.7
Extreme,Lucknow,Bulb,Carpenter,368.87
Fine,Ahemdabad,Chandelier installation (upto 6 bulbs),AC Repair Service,128.36
Fine,Ahemdabad,Replace CFL to LED,Water Purifier Repair,53.26
Extreme,Jaipur,Decorative Lights Installation (per 15m),Pest control,100.66
Extreme,Noida,Drainage pipe blockage removal,Hair colour,295.23
Fine,Noida,Bulb Holder Installation,Hair colour,80.6
Extreme,Ahemdabad,Shower installation (wall mounted/ hand-held),Massage,111.58
Extreme,Delhi,Door bell replacement,Massage,292.23
Fine,Haridwar,Cavity sensor,Chimney Repair,258.56
Extreme,Delhi,Wash basin installation,Massage,481.31
Fine,Haridwar,Wash Basin Leakage Repair,Kitchen cleaning,129.63
Fine,Ahemdabad,Wash basin blockage removal,Water Purifier Repair,389.37
Fine,Delhi,Waste pipe leakage,Laptop Repair,112.94
Extreme,Noida,3 Phase changeover switch installation,Carpenter,124.42
Fine,Delhi,Sub meter installation,Chimney Repair,363.06
Fine,Rishikesh,3 Phase changeover switch installation,Massage,188.83
Extreme,Delhi,TV installation (above 48 inches),Refrigerator Repair,252.77
Extreme,Haridwar,AC switchbox installation,AC Repair Service,105.49
Fine,Ahemdabad,3 Phase Changeover Switch Installation,Kitchen cleaning,86.13
Extreme,Noida,Double battery inverter installation,Chimney Repair,424.71
Fine,Jaipur,New wiring without casing (per 5m),Laptop Repair,57.24
Extreme,Haridwar,Geyser Installation,Water Purifier Repair,440.82
Extreme,Rishikesh,Double Pole MCB Installation,Electrician,317.04
Extreme,Delhi,Switchboard installation,Home painting,142.67
Fine,Haridwar,New internal wiring (per 5m),Chimney Repair,150.62
Fine,Rishikesh,Decorative light & bed lamp installation,Carpenter,465.11
Extreme,Rishikesh,Tap repair,Massage,209.56
Extreme,Ahemdabad,AC switchbox installation,Full home cleaning,290.27
Extreme,Dehradun,3 Phase changeover switch installation,Hair colour,82.16
Fine,Rishikesh,Fan Coil Repair,Carpenter,297.81
Fine,Ahemdabad,3 Phase changeover switch installation,Hair colour,260.75
Extreme,Noida,Triple Pole MCB Installation,Microwave Repair,465.2
Fine,Dehradun,Ceiling fan regulator replacement,Chimney Repair,428.51
Extreme,Haridwar,New internal wiring (per 5m),Chimney Repair,200.12
Fine,Delhi,Timer,Microwave Repair,209.27
Fine,Ahemdabad,Triple Pole MCB Installation,Shave/beard grooming,192.76
Fine,Ahemdabad,Chandelier installation (upto 6 bulbs),Bathroom cleaning,368.98
Fine,Rishikesh,Timer,Men/kids haircut,365.87
Fine,Ahemdabad,Cavity sensor,Water Purifier Repair,76.06
Fine,Noida,Triple Pole MCB Installation,Bathroom cleaning,441
Extreme,Haridwar,Triple Pole MCB Installation,AC Repair Service,465.19
Extreme,Haridwar,Lantern Installation,Face care,239.52
Fine,Jaipur,Decorative Lights Installation (per 5m),Water Purifier Repair,219.84
Fine,Ahemdabad,Decorative light & bed lamp installation,Massage,352.76
Extreme,Lucknow,Inverter PCB Card Replacement,Face care,156.88
Fine,Lucknow,New internal wiring (per 5m),Bathroom cleaning,238.63
Extreme,Haridwar,Switch/socket replacement,Men/kids haircut,205.72
Fine,Lucknow,Inverter fuse replacement,Carpenter,52.81
Fine,Haridwar,Hot & cold water mixer repair,Kitchen cleaning,234.8
Fine,Jaipur,Stabilizer installation,Home painting,424.81
Fine,Lucknow,Wash basin blockage removal,Water Purifier Repair,104.25
Extreme,Jaipur,Geyser Uninstallation,Shave/beard grooming,253.56
Fine,Rishikesh,Fan repair,Hair colour,66.72
Extreme,Jaipur,Wash basin blockage removal,Electrician,68.34
Extreme,Ahemdabad,Switch/socket replacement,Face care,394.54
Fine,Noida,Material Procurement Charges,Carpenter,469.83
Fine,Ahemdabad,Lantern Installation,Men/kids haircut,370.31
Extreme,Jaipur,Chandelier installation (more than 6 bulbs),Hair colour,214.84
Extreme,Lucknow,Tap repair,Microwave Repair,76.19
Fine,Delhi,Decorative Lights Installation (per 10m),Bathroom cleaning,490.4
Extreme,Ahemdabad,Switchboard repair,Face care,57.68
Fine,Haridwar,Tap repair,Microwave Repair,460.47
Fine,Dehradun,Ceiling Fan Installation,Face care,387.3
Extreme,Lucknow,Lights Uninstallation (per 20 m),AC Repair Service,362.26
Extreme,Rishikesh,Fuse 5 / 15 Amp,Chimney Repair,199.06
Fine,Jaipur,3 Phase changeover switch installation,Full home cleaning,167.11
Fine,Jaipur,Tap replacement,Plumber,157.77
Extreme,Delhi,Ceiling Fan Installation,Men/kids haircut,454.7
Fine,Haridwar,Material Procurement Charges,Shave/beard grooming,397.97
Extreme,Jaipur,Ceiling fan regulator replacement,Home painting,313.81
Fine,Jaipur,Shower installation (ceiling mounted),Bathroom cleaning,334.88
Fine,Delhi,New wiring without casing (per 5m),Chimney Repair,387.15
Fine,Rishikesh,3 Phase changeover switch installation,Home painting,239.29
Extreme,Delhi,Fan Coil Repair,Shave/beard grooming,437.45
Fine,Noida,Tap replacement,Laptop Repair,138.03
Fine,Delhi,PCB Repair,Massage,241.56
Fine,Rishikesh,TV uninstallation,Water Purifier Repair,169.27
Extreme,Noida,Shower installation (wall mounted/ hand-held),AC Repair Service,304.76
Fine,Dehradun,New wiring with casing (per 5m),Pest control,102.57
Extreme,Dehradun,MCB fuse replacement,Bathroom cleaning,489.75
Extreme,Noida,Switchboard repair,Pest control,123.74
Fine,Noida,Decorative Lights Installation (per 5m),AC Repair Service,443.19
Extreme,Ahemdabad,Door bell replacement,Laptop Repair,414.84
Fine,Jaipur,Geyser Uninstallation,Home painting,261.16
Fine,Ahemdabad,Double battery inverter installation,Washing Machine Repair,188.21
Extreme,Jaipur,Balcony drain blockage removal,AC Repair Service,409.45
Extreme,Lucknow,Room heater repair,AC Repair Service,497
Fine,Jaipur,Cavity sensor,Men/kids haircut,482.54
Extreme,Rishikesh,Door bell installation,Water Purifier Repair,409.1
Fine,Ahemdabad,Thermal Cut Off (TCO),Refrigerator Repair,195.46
Fine,Delhi,Mini home theater installation,Refrigerator Repair,149.61
Fine,Haridwar,Tap repair,Electrician,499.86
Fine,Dehradun,Geyser Uninstallation,Plumber,354.19
Fine,Lucknow,Lantern Installation,Water Purifier Repair,87.84
Fine,Rishikesh,Hot & cold water mixer installation,AC Repair Service,111.88
Fine,Lucknow,Fan repair,Refrigerator Repair,150.43
Fine,Rishikesh,New wiring with casing (per 5m),Bathroom cleaning,350.92
Fine,Lucknow,Door bell installation,Shave/beard grooming,224.24
Extreme,Jaipur,Decorative light & bed lamp installation,Home painting,457.53
Fine,Rishikesh,Drainage pipe blockage removal,Full home cleaning,332.86
Extreme,Ahemdabad,Stabilizer installation,Refrigerator Repair,76.95
Fine,Noida,Chandelier installation (more than 6 bulbs),Water Purifier Repair,88.47
Extreme,Lucknow,Shower installation (ceiling mounted),Face care,90.04
Extreme,Lucknow,Switchboard installation,Men/kids haircut,434.03
Extreme,Dehradun,Waste pipe leakage,Electrician,417.35
Fine,Dehradun,Hot & cold water mixer repair,Men/kids haircut,116.67
Extreme,Ahemdabad,Shower installation (ceiling mounted),Laptop Repair,429.32
Extreme,Ahemdabad,Decorative ceiling fan installation,Refrigerator Repair,125.91
Fine,Dehradun,New wiring without casing (per 5m),Water Purifier Repair,232.51
Extreme,Haridwar,Switch/socket replacement,Kitchen cleaning,339.01
Fine,Dehradun,Balcony drain blockage removal,Refrigerator Repair,134.81
Extreme,Jaipur,Lights Uninstallation (per 20 m),Microwave Repair,329.11
Fine,Lucknow,Hot & cold water mixer installation,Pest control,218.63
Extreme,Jaipur,Wash basin installation,Refrigerator Repair,191.06
Fine,Rishikesh,Fan repair,Refrigerator Repair,88.21
Fine,Haridwar,Bulb,Microwave Repair,79.43
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Kitchen cleaning,55.21
Extreme,Noida,Four Pole MCB Installation,Face care,119.97
Fine,Delhi,Stabilizer installation,AC Repair Service,101.09
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Men/kids haircut,228.68
Fine,Lucknow,Decorative ceiling fan installation,Chimney Repair,215.25
Extreme,Dehradun,Switch/socket replacement,Washing Machine Repair,188.33
Extreme,Dehradun,Door bell installation,Pest control,464.41
Extreme,Noida,Stabilizer installation,Home painting,140.31
Extreme,Ahemdabad,Fan uninstallation,AC Repair Service,136.6
Extreme,Ahemdabad,Tap repair,Plumber,245.85
Fine,Haridwar,Drainage pipe blockage removal,Bathroom cleaning,50.73
Fine,Rishikesh,Fuse 5 / 15 Amp,Bathroom cleaning,328.54
Extreme,Lucknow,Decorative Lights Installation (per 10m),Massage,411.96
Fine,Jaipur,Replace CFL to LED,Electrician,243.16
Fine,Delhi,Replace CFL to LED,Laptop Repair,494.93
Fine,Noida,Triple Pole MCB Installation,Plumber,463.43
Extreme,Delhi,Replace CFL to LED,Plumber,318.39
Fine,Lucknow,Door bell replacement,Full home cleaning,218.22
Fine,Rishikesh,Shower installation (ceiling mounted),Hair colour,155.7
Fine,Haridwar,Thermal Cut Off (TCO),Face care,236.08
Fine,Rishikesh,Door bell installation,Shave/beard grooming,459.62
Fine,Ahemdabad,Minor fittings installation,AC Repair Service,448.44
Extreme,Lucknow,Tap replacement,Washing Machine Repair,332.99
Extreme,Jaipur,Double battery inverter installation,Massage,189.52
Fine,Lucknow,Four Pole MCB Installation,Full home cleaning,64.16
Fine,Ahemdabad,MCB fuse replacement,Refrigerator Repair,216.37
Extreme,Dehradun,Lights Uninstallation (per 20 m),Hair colour,244.84
Fine,Haridwar,Wash basin installation,Washing Machine Repair,361.92
Fine,Noida,Switch Membrane / Key Pad Repair,Washing Machine Repair,322.27
Fine,Ahemdabad,Material Procurement Charges,Kitchen cleaning,239.52
Extreme,Haridwar,Minor fittings installation,Chimney Repair,79.79
Fine,Delhi,Geyser Installation,Laptop Repair,468.75
Extreme,Jaipur,Decorative ceiling fan installation,Kitchen cleaning,282.32
Fine,Haridwar,Inverter servicing,Shave/beard grooming,473.52
Extreme,Delhi,Material Procurement Charges,Home painting,419.68
Extreme,Delhi,AC switchbox installation,Pest control,419.08
Extreme,Noida,Triple Pole MCB Installation,Refrigerator Repair,59.71
Extreme,Dehradun,Door bell replacement,Refrigerator Repair,138.45
Fine,Noida,Tap replacement,Home painting,338.43
Fine,Haridwar,TV installation (above 48 inches),Pest control,407.56
Extreme,Haridwar,Switch/socket replacement,Kitchen cleaning,472.56
Extreme,Dehradun,Cavity sensor,Laptop Repair,90.91
Extreme,Delhi,Single battery inverter installation,Home painting,169.19
Extreme,Dehradun,Bulb Holder Installation,Carpenter,126.69
Fine,Delhi,Wash Basin Leakage Repair,Electrician,357.65
Extreme,Noida,Shower installation (ceiling mounted),Face care,143.4
Fine,Delhi,MCB fuse replacement,Washing Machine Repair,237.21
Fine,Lucknow,Fan replacement,Face care,68
Extreme,Noida,Stabilizer installation,Washing Machine Repair,174.85
Fine,Haridwar,Timer,Home painting,88.09
Extreme,Ahemdabad,Shower installation (ceiling mounted),Shave/beard grooming,440.71
Fine,Ahemdabad,Switchboard installation,Face care,170.46
Fine,Rishikesh,Fuse 5 / 15 Amp,AC Repair Service,314.7
Fine,Rishikesh,Fan repair,Kitchen cleaning,198.66
Fine,Lucknow,Geyser Installation,Men/kids haircut,240.49
Extreme,Haridwar,Inverter fuse replacement,Refrigerator Repair,163.52
Fine,Dehradun,Wash basin blockage removal,AC Repair Service,398.52
Fine,Delhi,Chandelier installation (more than 6 bulbs),Men/kids haircut,301.06
Fine,Lucknow,Decorative Lights Installation (per 10m),Pest control,467.68
Extreme,Dehradun,Cavity sensor,Refrigerator Repair,228.26
Extreme,Jaipur,Switchboard repair,Laptop Repair,402.19
Extreme,Jaipur,Balcony drain blockage removal,Kitchen cleaning,104.06
Fine,Dehradun,Geyser Installation,Pest control,162.4
Fine,Ahemdabad,Fan repair,Pest control,137.79
Fine,Jaipur,Wash basin installation,Refrigerator Repair,463.22
Fine,Ahemdabad,Tap installation,AC Repair Service,169.9
Extreme,Rishikesh,3 Phase Changeover Switch Installation,AC Repair Service,71.77
Fine,Delhi,Sub meter installation,AC Repair Service,183.68
Fine,Delhi,Replace CFL to LED,Kitchen cleaning,313.66
Extreme,Ahemdabad,Stabilizer installation,Washing Machine Repair,488.75
Fine,Haridwar,Decorative Lights Installation (per 5m),Plumber,53.19
Extreme,Noida,Inverter fuse replacement,Chimney Repair,351.63
Extreme,Delhi,Sub meter installation,Refrigerator Repair,282.98
Fine,Ahemdabad,Hot & cold water mixer repair,Shave/beard grooming,347.1
Extreme,Jaipur,Tubelight Installation/Repair,Carpenter,263.69
Fine,Rishikesh,Hot & cold water mixer repair,Laptop Repair,486.06
Fine,Noida,Lights Uninstallation (per 20 m),Bathroom cleaning,222.31
Extreme,Rishikesh,Bulb holder installation,Refrigerator Repair,388.16
Extreme,Lucknow,Hot & cold water mixer installation,Massage,95.46
Fine,Jaipur,Tap installation,Water Purifier Repair,475.86
Fine,Delhi,Thermal Cut Off (TCO),Massage,92.18
Fine,Noida,TV installation (above 48 inches),Pest control,466.35
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Full home cleaning,113.83
Fine,Haridwar,Tap replacement,Home painting,236.95
Extreme,Lucknow,MCB fuse replacement,Washing Machine Repair,287.67
Extreme,Lucknow,Fan repair,Laptop Repair,461.95
Fine,Delhi,AC switchbox installation,Refrigerator Repair,175.55
Fine,Dehradun,Bulbs installation (upto 5 bulbs),Kitchen cleaning,282.59
Fine,Delhi,3 Phase Changeover Switch Installation,Chimney Repair,179.16
Extreme,Haridwar,Geyser Uninstallation,Electrician,403.91
Extreme,Noida,Inverter fuse replacement,Kitchen cleaning,485.58
Fine,Delhi,Double Pole MCB Installation,AC Repair Service,225.03
Extreme,Haridwar,Triple Pole MCB Installation,Home painting,309.55
Extreme,Dehradun,Fan Coil Repair,Pest control,287.41
Fine,Noida,Shower installation (ceiling mounted),Shave/beard grooming,270.03
Extreme,Dehradun,Fan uninstallation,Electrician,115.6
Extreme,Jaipur,Inverter fuse replacement,Chimney Repair,162.11
Extreme,Lucknow,Geyser Uninstallation,Face care,326.81
Fine,Jaipur,Shower installation (ceiling mounted),Carpenter,422.57
Fine,Jaipur,Material Procurement Charges,Chimney Repair,119.38
Fine,Lucknow,AC switchbox installation,Shave/beard grooming,325.65
Fine,Lucknow,Inverter fuse replacement,Electrician,452.1
Extreme,Haridwar,Ceiling Fan Installation,Men/kids haircut,368.34
Extreme,Jaipur,Switch/socket replacement,Men/kids haircut,141.56
Fine,Lucknow,New wiring with casing (per 5m),AC Repair Service,332.84
Fine,Jaipur,Minor fittings installation,Men/kids haircut,398.76
Extreme,Ahemdabad,Replace CFL to LED,Full home cleaning,236.1
Extreme,Ahemdabad,Fuse 5 / 15 Amp,Full home cleaning,145.9
Extreme,Lucknow,Bulb,Microwave Repair,238.23
Fine,Ahemdabad,AC switchbox installation,Pest control,79.72
Fine,Haridwar,Decorative ceiling fan installation,Men/kids haircut,450.16
Extreme,Dehradun,Triple Pole MCB Installation,Refrigerator Repair,218.85
Fine,Dehradun,Replace CFL to LED,Carpenter,498.73
Extreme,Jaipur,Wash Basin Leakage Repair,Shave/beard grooming,263.93
Fine,Delhi,Decorative Lights Installation (per 15m),AC Repair Service,209.51
Extreme,Delhi,Tap repair,Massage,427.29
Fine,Dehradun,Replace CFL to LED,Full home cleaning,270.6
Extreme,Ahemdabad,Hot & cold water mixer installation,Kitchen cleaning,80.38
Fine,Haridwar,Hot & cold water mixer repair,Pest control,293.86
Extreme,Noida,Wash basin blockage removal,Chimney Repair,290.44
Extreme,Noida,Decorative light & bed lamp installation,Massage,231.93
Fine,Ahemdabad,Lights Uninstallation (per 20 m),Water Purifier Repair,87.02
Extreme,Delhi,Switchboard repair,AC Repair Service,333.04
Fine,Haridwar,Chandelier installation (more than 6 bulbs),Pest control,99.38
Fine,Lucknow,TV installation (up to 48 inches),Electrician,387.62
Extreme,Ahemdabad,3 Phase Changeover Switch Installation,Shave/beard grooming,477.76
Extreme,Haridwar,Mini home theater installation,Laptop Repair,294.74
Fine,Rishikesh,Ceiling fan regulator replacement,Refrigerator Repair,403.61
Extreme,Haridwar,Inverter servicing,Face care,256.43
Fine,Delhi,New internal wiring (per 5m),Electrician,92.39
Fine,Haridwar,Decorative Lights Installation (per 10m),Kitchen cleaning,243.32
Fine,Haridwar,Tap replacement,Hair colour,471.95
Extreme,Delhi,3 Phase Changeover Switch Installation,Refrigerator Repair,79.69
Extreme,Lucknow,AC switchbox installation,Men/kids haircut,369.76
Fine,Haridwar,MCB fuse replacement,Microwave Repair,267.85
Extreme,Delhi,Sub meter installation,Refrigerator Repair,215.28
Extreme,Haridwar,New wiring without casing (per 5m),Massage,382.23
Extreme,Noida,New wiring with casing (per 5m),Hair colour,418.69
Extreme,Delhi,Stabilizer installation,AC Repair Service,74.25
Fine,Ahemdabad,TV installation (above 48 inches),Plumber,357.45
Extreme,Delhi,Chandelier installation (upto 6 bulbs),Refrigerator Repair,123.13
