User ID,Service ID,Service Type,Rating,Review
User_99,Service_5,Refrigerator Repair,1,"""Satisfactory work."""
User_1152,Service_9,Men/kids haircut,4,"""Excellent service!"""
User_277,Service_5,Refrigerator Repair,4,"""Good job overall."""
User_227,Service_4,AC Repair Service,5,"""Satisfactory work."""
User_1810,Service_13,Massage,4,"""Satisfactory work."""
User_1129,Service_19,Full home cleaning,2,"""Could be better."""
User_737,Service_3,Carpenter,2,"""Could be better."""
User_809,Service_13,Massage,5,"""Excellent service!"""
User_1151,Service_9,Men/kids haircut,5,"""Could be better."""
User_1362,Service_14,Bathroom cleaning,5,"""Could be better."""
User_1211,Service_2,Plumber,1,"""Could be better."""
User_862,Service_1,Electrician,2,"""Not happy with the service."""
User_1403,Service_19,Full home cleaning,4,"""Good job overall."""
User_232,Service_14,Bathroom cleaning,1,"""Not happy with the service."""
User_1166,Service_16,Chimney Repair,3,"""Satisfactory work."""
User_1580,Service_17,Laptop Repair,2,"""Good job overall."""
User_491,Service_14,Bathroom cleaning,1,"""Not happy with the service."""
User_560,Service_5,Refrigerator Repair,3,"""Good job overall."""
User_1528,Service_9,Men/kids haircut,5,"""Not happy with the service."""
User_50,Service_4,AC Repair Service,5,"""Satisfactory work."""
User_789,Service_5,Refrigerator Repair,5,"""Good job overall."""
User_1988,Service_13,Massage,4,"""Satisfactory work."""
User_715,Service_18,Pest control,2,"""Could be better."""
User_1186,Service_13,Massage,2,"""Satisfactory work."""
User_1826,Service_12,Hair colour,5,"""Excellent service!"""
User_1660,Service_15,Kitchen cleaning,2,"""Good job overall."""
User_1798,Service_10,Face care,3,"""Not happy with the service."""
User_450,Service_1,Electrician,4,"""Could be better."""
User_1187,Service_13,Massage,3,"""Good job overall."""
User_797,Service_4,AC Repair Service,2,"""Excellent service!"""
User_1893,Service_15,Kitchen cleaning,4,"""Excellent service!"""
User_516,Service_16,Chimney Repair,4,"""Good job overall."""
User_1604,Service_4,AC Repair Service,4,"""Excellent service!"""
User_1423,Service_8,Microwave Repair,5,"""Excellent service!"""
User_1076,Service_10,Face care,3,"""Satisfactory work."""
User_307,Service_18,Pest control,4,"""Excellent service!"""
User_1708,Service_8,Microwave Repair,4,"""Excellent service!"""
User_854,Service_1,Electrician,3,"""Not happy with the service."""
User_308,Service_17,Laptop Repair,1,"""Not happy with the service."""
User_1658,Service_14,Bathroom cleaning,3,"""Satisfactory work."""
User_1945,Service_8,Microwave Repair,3,"""Excellent service!"""
User_1393,Service_19,Full home cleaning,5,"""Could be better."""
User_1926,Service_2,Plumber,2,"""Not happy with the service."""
User_1583,Service_12,Hair colour,1,"""Excellent service!"""
User_1705,Service_16,Chimney Repair,1,"""Good job overall."""
User_214,Service_5,Refrigerator Repair,2,"""Could be better."""
User_1255,Service_11,Shave/beard grooming,5,"""Could be better."""
User_393,Service_12,Hair colour,4,"""Good job overall."""
User_824,Service_5,Refrigerator Repair,3,"""Could be better."""
User_177,Service_13,Massage,2,"""Excellent service!"""
User_1818,Service_3,Carpenter,2,"""Excellent service!"""
User_658,Service_16,Chimney Repair,4,"""Satisfactory work."""
User_1881,Service_6,Washing Machine Repair,5,"""Not happy with the service."""
User_518,Service_16,Chimney Repair,1,"""Satisfactory work."""
User_981,Service_16,Chimney Repair,5,"""Could be better."""
User_803,Service_10,Face care,1,"""Excellent service!"""
User_51,Service_6,Washing Machine Repair,3,"""Excellent service!"""
User_1661,Service_11,Shave/beard grooming,5,"""Not happy with the service."""
User_1768,Service_16,Chimney Repair,1,"""Not happy with the service."""
User_1089,Service_8,Microwave Repair,5,"""Excellent service!"""
User_799,Service_4,AC Repair Service,2,"""Satisfactory work."""
User_1092,Service_11,Shave/beard grooming,4,"""Good job overall."""
User_662,Service_5,Refrigerator Repair,3,"""Satisfactory work."""
User_1805,Service_13,Massage,5,"""Excellent service!"""
User_1509,Service_3,Carpenter,2,"""Satisfactory work."""
User_34,Service_4,AC Repair Service,5,"""Could be better."""
User_1654,Service_18,Pest control,5,"""Not happy with the service."""
User_514,Service_15,Kitchen cleaning,5,"""Satisfactory work."""
User_412,Service_5,Refrigerator Repair,5,"""Satisfactory work."""
User_497,Service_9,Men/kids haircut,2,"""Excellent service!"""
User_1984,Service_9,Men/kids haircut,1,"""Could be better."""
User_342,Service_4,AC Repair Service,4,"""Good job overall."""
User_1433,Service_4,AC Repair Service,3,"""Excellent service!"""
User_563,Service_2,Plumber,2,"""Excellent service!"""
User_1455,Service_1,Electrician,4,"""Good job overall."""
User_612,Service_11,Shave/beard grooming,5,"""Good job overall."""
User_1247,Service_17,Laptop Repair,2,"""Satisfactory work."""
User_1824,Service_1,Electrician,5,"""Could be better."""
User_1262,Service_4,AC Repair Service,5,"""Good job overall."""
User_1648,Service_18,Pest control,3,"""Could be better."""
User_198,Service_11,Shave/beard grooming,1,"""Could be better."""
User_308,Service_15,Kitchen cleaning,4,"""Not happy with the service."""
User_206,Service_8,Microwave Repair,2,"""Good job overall."""
User_1427,Service_13,Massage,3,"""Good job overall."""
User_881,Service_16,Chimney Repair,5,"""Good job overall."""
User_1843,Service_20,Home painting,5,"""Excellent service!"""
User_985,Service_15,Kitchen cleaning,2,"""Excellent service!"""
User_602,Service_9,Men/kids haircut,5,"""Satisfactory work."""
User_1088,Service_14,Bathroom cleaning,2,"""Satisfactory work."""
User_442,Service_6,Washing Machine Repair,2,"""Satisfactory work."""
User_1852,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_59,Service_3,Carpenter,4,"""Satisfactory work."""
User_917,Service_13,Massage,1,"""Not happy with the service."""
User_323,Service_14,Bathroom cleaning,2,"""Satisfactory work."""
User_1296,Service_18,Pest control,3,"""Not happy with the service."""
User_1052,Service_9,Men/kids haircut,3,"""Not happy with the service."""
User_32,Service_8,Microwave Repair,3,"""Not happy with the service."""
User_1078,Service_12,Hair colour,3,"""Not happy with the service."""
User_919,Service_18,Pest control,4,"""Excellent service!"""
User_1176,Service_5,Refrigerator Repair,4,"""Good job overall."""
User_117,Service_4,AC Repair Service,4,"""Good job overall."""
User_98,Service_7,Water Purifier Repair,3,"""Excellent service!"""
User_1869,Service_5,Refrigerator Repair,4,"""Good job overall."""
User_844,Service_1,Electrician,5,"""Could be better."""
User_534,Service_17,Laptop Repair,3,"""Excellent service!"""
User_1570,Service_18,Pest control,4,"""Could be better."""
User_581,Service_7,Water Purifier Repair,4,"""Excellent service!"""
User_283,Service_15,Kitchen cleaning,4,"""Excellent service!"""
User_654,Service_8,Microwave Repair,1,"""Good job overall."""
User_358,Service_3,Carpenter,5,"""Excellent service!"""
User_1879,Service_11,Shave/beard grooming,4,"""Good job overall."""
User_831,Service_13,Massage,3,"""Could be better."""
User_558,Service_11,Shave/beard grooming,5,"""Could be better."""
User_408,Service_4,AC Repair Service,2,"""Could be better."""
User_1570,Service_1,Electrician,3,"""Satisfactory work."""
User_553,Service_16,Chimney Repair,4,"""Excellent service!"""
User_273,Service_11,Shave/beard grooming,5,"""Good job overall."""
User_1543,Service_3,Carpenter,1,"""Satisfactory work."""
User_650,Service_17,Laptop Repair,1,"""Not happy with the service."""
User_270,Service_4,AC Repair Service,2,"""Could be better."""
User_437,Service_5,Refrigerator Repair,5,"""Could be better."""
User_84,Service_2,Plumber,3,"""Excellent service!"""
User_1741,Service_9,Men/kids haircut,1,"""Could be better."""
User_1542,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_1789,Service_15,Kitchen cleaning,2,"""Not happy with the service."""
User_1963,Service_17,Laptop Repair,1,"""Satisfactory work."""
User_664,Service_1,Electrician,1,"""Could be better."""
User_893,Service_12,Hair colour,1,"""Excellent service!"""
User_1515,Service_5,Refrigerator Repair,3,"""Could be better."""
User_1780,Service_2,Plumber,4,"""Not happy with the service."""
User_837,Service_13,Massage,5,"""Could be better."""
User_125,Service_8,Microwave Repair,2,"""Satisfactory work."""
User_304,Service_20,Home painting,4,"""Satisfactory work."""
User_1457,Service_4,AC Repair Service,5,"""Excellent service!"""
User_461,Service_20,Home painting,5,"""Satisfactory work."""
User_1420,Service_6,Washing Machine Repair,1,"""Excellent service!"""
User_482,Service_4,AC Repair Service,4,"""Excellent service!"""
User_51,Service_8,Microwave Repair,3,"""Good job overall."""
User_585,Service_5,Refrigerator Repair,3,"""Satisfactory work."""
User_1641,Service_3,Carpenter,3,"""Not happy with the service."""
User_1919,Service_2,Plumber,3,"""Excellent service!"""
User_1182,Service_9,Men/kids haircut,4,"""Excellent service!"""
User_890,Service_5,Refrigerator Repair,4,"""Not happy with the service."""
User_1200,Service_1,Electrician,3,"""Good job overall."""
User_547,Service_12,Hair colour,3,"""Excellent service!"""
User_860,Service_20,Home painting,3,"""Could be better."""
User_748,Service_12,Hair colour,4,"""Satisfactory work."""
User_414,Service_13,Massage,2,"""Could be better."""
User_1898,Service_12,Hair colour,3,"""Could be better."""
User_256,Service_8,Microwave Repair,1,"""Satisfactory work."""
User_1258,Service_16,Chimney Repair,4,"""Could be better."""
User_1592,Service_3,Carpenter,4,"""Good job overall."""
User_938,Service_11,Shave/beard grooming,4,"""Satisfactory work."""
User_1849,Service_14,Bathroom cleaning,1,"""Could be better."""
User_860,Service_14,Bathroom cleaning,1,"""Satisfactory work."""
User_1470,Service_6,Washing Machine Repair,5,"""Good job overall."""
User_1069,Service_16,Chimney Repair,5,"""Satisfactory work."""
User_109,Service_3,Carpenter,3,"""Not happy with the service."""
User_1251,Service_1,Electrician,2,"""Could be better."""
User_1189,Service_9,Men/kids haircut,1,"""Not happy with the service."""
User_31,Service_18,Pest control,4,"""Satisfactory work."""
User_1567,Service_19,Full home cleaning,1,"""Could be better."""
User_1319,Service_11,Shave/beard grooming,1,"""Satisfactory work."""
User_308,Service_17,Laptop Repair,2,"""Satisfactory work."""
User_413,Service_20,Home painting,2,"""Excellent service!"""
User_26,Service_3,Carpenter,2,"""Could be better."""
User_254,Service_13,Massage,1,"""Not happy with the service."""
User_801,Service_2,Plumber,5,"""Satisfactory work."""
User_1082,Service_14,Bathroom cleaning,3,"""Satisfactory work."""
User_415,Service_11,Shave/beard grooming,4,"""Good job overall."""
User_1329,Service_15,Kitchen cleaning,3,"""Good job overall."""
User_1686,Service_11,Shave/beard grooming,1,"""Satisfactory work."""
User_1190,Service_13,Massage,3,"""Satisfactory work."""
User_744,Service_4,AC Repair Service,5,"""Could be better."""
User_375,Service_18,Pest control,4,"""Excellent service!"""
User_241,Service_6,Washing Machine Repair,2,"""Excellent service!"""
User_625,Service_5,Refrigerator Repair,5,"""Satisfactory work."""
User_1716,Service_15,Kitchen cleaning,2,"""Not happy with the service."""
User_1804,Service_8,Microwave Repair,5,"""Satisfactory work."""
User_231,Service_4,AC Repair Service,2,"""Satisfactory work."""
User_1193,Service_3,Carpenter,3,"""Not happy with the service."""
User_1509,Service_9,Men/kids haircut,3,"""Good job overall."""
User_419,Service_3,Carpenter,1,"""Could be better."""
User_677,Service_11,Shave/beard grooming,3,"""Satisfactory work."""
User_470,Service_15,Kitchen cleaning,4,"""Could be better."""
User_559,Service_3,Carpenter,1,"""Not happy with the service."""
User_394,Service_14,Bathroom cleaning,3,"""Satisfactory work."""
User_1835,Service_12,Hair colour,2,"""Excellent service!"""
User_1052,Service_18,Pest control,1,"""Could be better."""
User_1025,Service_6,Washing Machine Repair,2,"""Not happy with the service."""
User_1822,Service_9,Men/kids haircut,2,"""Satisfactory work."""
User_106,Service_1,Electrician,2,"""Excellent service!"""
User_1573,Service_11,Shave/beard grooming,1,"""Not happy with the service."""
User_183,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_450,Service_17,Laptop Repair,5,"""Good job overall."""
User_1193,Service_14,Bathroom cleaning,1,"""Not happy with the service."""
User_1288,Service_13,Massage,1,"""Good job overall."""
User_782,Service_8,Microwave Repair,1,"""Satisfactory work."""
User_40,Service_16,Chimney Repair,2,"""Satisfactory work."""
User_381,Service_14,Bathroom cleaning,4,"""Excellent service!"""
User_1845,Service_6,Washing Machine Repair,1,"""Not happy with the service."""
User_1904,Service_18,Pest control,5,"""Could be better."""
User_1591,Service_20,Home painting,3,"""Excellent service!"""
User_971,Service_14,Bathroom cleaning,5,"""Good job overall."""
User_1417,Service_6,Washing Machine Repair,3,"""Not happy with the service."""
User_1866,Service_7,Water Purifier Repair,4,"""Good job overall."""
User_223,Service_16,Chimney Repair,1,"""Not happy with the service."""
User_122,Service_10,Face care,1,"""Not happy with the service."""
User_1777,Service_8,Microwave Repair,1,"""Not happy with the service."""
User_768,Service_5,Refrigerator Repair,2,"""Not happy with the service."""
User_74,Service_19,Full home cleaning,2,"""Could be better."""
User_1113,Service_14,Bathroom cleaning,3,"""Could be better."""
User_367,Service_20,Home painting,2,"""Could be better."""
User_1735,Service_15,Kitchen cleaning,1,"""Not happy with the service."""
User_1992,Service_5,Refrigerator Repair,2,"""Excellent service!"""
User_1637,Service_11,Shave/beard grooming,5,"""Could be better."""
User_633,Service_17,Laptop Repair,5,"""Good job overall."""
User_985,Service_10,Face care,3,"""Excellent service!"""
User_1874,Service_19,Full home cleaning,4,"""Good job overall."""
User_1242,Service_10,Face care,4,"""Satisfactory work."""
User_341,Service_10,Face care,5,"""Not happy with the service."""
User_1790,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_729,Service_14,Bathroom cleaning,2,"""Satisfactory work."""
User_499,Service_16,Chimney Repair,4,"""Not happy with the service."""
User_1912,Service_20,Home painting,4,"""Not happy with the service."""
User_189,Service_8,Microwave Repair,2,"""Excellent service!"""
User_22,Service_13,Massage,3,"""Not happy with the service."""
User_622,Service_10,Face care,4,"""Not happy with the service."""
User_225,Service_17,Laptop Repair,4,"""Not happy with the service."""
User_806,Service_2,Plumber,4,"""Good job overall."""
User_1314,Service_16,Chimney Repair,5,"""Could be better."""
User_1409,Service_5,Refrigerator Repair,3,"""Not happy with the service."""
User_13,Service_16,Chimney Repair,2,"""Could be better."""
User_1766,Service_17,Laptop Repair,4,"""Excellent service!"""
User_35,Service_4,AC Repair Service,4,"""Excellent service!"""
User_1878,Service_8,Microwave Repair,2,"""Not happy with the service."""
User_851,Service_10,Face care,1,"""Satisfactory work."""
User_2,Service_4,AC Repair Service,2,"""Satisfactory work."""
User_16,Service_9,Men/kids haircut,3,"""Not happy with the service."""
User_1449,Service_14,Bathroom cleaning,2,"""Not happy with the service."""
User_1622,Service_3,Carpenter,2,"""Good job overall."""
User_546,Service_19,Full home cleaning,4,"""Not happy with the service."""
User_692,Service_6,Washing Machine Repair,1,"""Satisfactory work."""
User_284,Service_18,Pest control,1,"""Satisfactory work."""
User_1755,Service_2,Plumber,2,"""Satisfactory work."""
User_1069,Service_6,Washing Machine Repair,4,"""Could be better."""
User_1590,Service_4,AC Repair Service,2,"""Could be better."""
User_738,Service_2,Plumber,4,"""Not happy with the service."""
User_390,Service_19,Full home cleaning,1,"""Good job overall."""
User_1136,Service_5,Refrigerator Repair,2,"""Could be better."""
User_373,Service_16,Chimney Repair,3,"""Good job overall."""
User_1302,Service_7,Water Purifier Repair,4,"""Could be better."""
User_1411,Service_8,Microwave Repair,4,"""Not happy with the service."""
User_808,Service_5,Refrigerator Repair,5,"""Could be better."""
User_1944,Service_13,Massage,1,"""Good job overall."""
User_1337,Service_18,Pest control,4,"""Excellent service!"""
User_494,Service_9,Men/kids haircut,1,"""Could be better."""
User_55,Service_5,Refrigerator Repair,3,"""Good job overall."""
User_1126,Service_7,Water Purifier Repair,4,"""Good job overall."""
User_1780,Service_13,Massage,4,"""Could be better."""
User_267,Service_17,Laptop Repair,3,"""Could be better."""
User_957,Service_18,Pest control,5,"""Satisfactory work."""
User_1094,Service_3,Carpenter,2,"""Good job overall."""
User_1951,Service_11,Shave/beard grooming,3,"""Excellent service!"""
User_1046,Service_1,Electrician,2,"""Not happy with the service."""
User_411,Service_14,Bathroom cleaning,5,"""Satisfactory work."""
User_1852,Service_6,Washing Machine Repair,5,"""Satisfactory work."""
User_99,Service_2,Plumber,2,"""Could be better."""
User_1854,Service_8,Microwave Repair,4,"""Excellent service!"""
User_800,Service_1,Electrician,4,"""Satisfactory work."""
User_1528,Service_3,Carpenter,1,"""Excellent service!"""
User_1472,Service_8,Microwave Repair,3,"""Good job overall."""
User_1585,Service_14,Bathroom cleaning,5,"""Not happy with the service."""
User_1589,Service_3,Carpenter,4,"""Good job overall."""
User_1401,Service_8,Microwave Repair,5,"""Satisfactory work."""
User_757,Service_3,Carpenter,5,"""Satisfactory work."""
User_1185,Service_17,Laptop Repair,2,"""Not happy with the service."""
User_192,Service_11,Shave/beard grooming,5,"""Not happy with the service."""
User_781,Service_1,Electrician,5,"""Not happy with the service."""
User_1813,Service_6,Washing Machine Repair,5,"""Excellent service!"""
User_496,Service_1,Electrician,2,"""Good job overall."""
User_1698,Service_12,Hair colour,4,"""Excellent service!"""
User_1636,Service_11,Shave/beard grooming,2,"""Satisfactory work."""
User_244,Service_9,Men/kids haircut,5,"""Not happy with the service."""
User_380,Service_10,Face care,1,"""Excellent service!"""
User_359,Service_8,Microwave Repair,2,"""Not happy with the service."""
User_906,Service_7,Water Purifier Repair,4,"""Not happy with the service."""
User_1522,Service_10,Face care,5,"""Excellent service!"""
User_1974,Service_11,Shave/beard grooming,5,"""Good job overall."""
User_200,Service_6,Washing Machine Repair,3,"""Excellent service!"""
User_1998,Service_8,Microwave Repair,5,"""Not happy with the service."""
User_153,Service_15,Kitchen cleaning,2,"""Satisfactory work."""
User_138,Service_11,Shave/beard grooming,1,"""Satisfactory work."""
User_254,Service_13,Massage,4,"""Good job overall."""
User_904,Service_19,Full home cleaning,2,"""Excellent service!"""
User_1520,Service_17,Laptop Repair,4,"""Good job overall."""
User_1550,Service_7,Water Purifier Repair,1,"""Could be better."""
User_157,Service_12,Hair colour,3,"""Could be better."""
User_831,Service_9,Men/kids haircut,1,"""Excellent service!"""
User_187,Service_13,Massage,2,"""Could be better."""
User_1124,Service_11,Shave/beard grooming,4,"""Could be better."""
User_409,Service_16,Chimney Repair,4,"""Could be better."""
User_65,Service_10,Face care,3,"""Not happy with the service."""
User_1363,Service_8,Microwave Repair,3,"""Good job overall."""
User_1029,Service_20,Home painting,2,"""Excellent service!"""
User_739,Service_13,Massage,2,"""Satisfactory work."""
User_1039,Service_11,Shave/beard grooming,4,"""Satisfactory work."""
User_878,Service_13,Massage,2,"""Satisfactory work."""
User_1554,Service_16,Chimney Repair,4,"""Good job overall."""
User_1668,Service_7,Water Purifier Repair,4,"""Excellent service!"""
User_443,Service_20,Home painting,4,"""Good job overall."""
User_1956,Service_7,Water Purifier Repair,5,"""Could be better."""
User_1741,Service_3,Carpenter,2,"""Good job overall."""
User_992,Service_18,Pest control,4,"""Satisfactory work."""
User_1342,Service_16,Chimney Repair,3,"""Satisfactory work."""
User_1685,Service_17,Laptop Repair,3,"""Could be better."""
User_606,Service_20,Home painting,2,"""Excellent service!"""
User_1284,Service_3,Carpenter,1,"""Satisfactory work."""
User_325,Service_14,Bathroom cleaning,4,"""Not happy with the service."""
User_1149,Service_14,Bathroom cleaning,2,"""Could be better."""
User_743,Service_11,Shave/beard grooming,2,"""Excellent service!"""
User_659,Service_17,Laptop Repair,1,"""Excellent service!"""
User_19,Service_6,Washing Machine Repair,3,"""Excellent service!"""
User_865,Service_11,Shave/beard grooming,3,"""Satisfactory work."""
User_1699,Service_19,Full home cleaning,5,"""Excellent service!"""
User_174,Service_15,Kitchen cleaning,1,"""Satisfactory work."""
User_679,Service_14,Bathroom cleaning,2,"""Not happy with the service."""
User_200,Service_16,Chimney Repair,4,"""Good job overall."""
User_1248,Service_5,Refrigerator Repair,1,"""Excellent service!"""
User_1906,Service_11,Shave/beard grooming,2,"""Could be better."""
User_728,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_1380,Service_9,Men/kids haircut,5,"""Satisfactory work."""
User_1786,Service_4,AC Repair Service,3,"""Not happy with the service."""
User_217,Service_5,Refrigerator Repair,1,"""Good job overall."""
User_1863,Service_17,Laptop Repair,3,"""Could be better."""
User_1484,Service_15,Kitchen cleaning,1,"""Good job overall."""
User_975,Service_18,Pest control,3,"""Excellent service!"""
User_1695,Service_19,Full home cleaning,5,"""Excellent service!"""
User_903,Service_6,Washing Machine Repair,4,"""Good job overall."""
User_1221,Service_13,Massage,1,"""Good job overall."""
User_438,Service_19,Full home cleaning,3,"""Could be better."""
User_1513,Service_11,Shave/beard grooming,1,"""Excellent service!"""
User_854,Service_6,Washing Machine Repair,1,"""Not happy with the service."""
User_583,Service_18,Pest control,3,"""Could be better."""
User_1087,Service_6,Washing Machine Repair,5,"""Not happy with the service."""
User_1004,Service_13,Massage,5,"""Good job overall."""
User_936,Service_4,AC Repair Service,1,"""Excellent service!"""
User_1687,Service_10,Face care,1,"""Could be better."""
User_1172,Service_10,Face care,2,"""Good job overall."""
User_1760,Service_17,Laptop Repair,5,"""Could be better."""
User_1853,Service_18,Pest control,3,"""Not happy with the service."""
User_1140,Service_13,Massage,5,"""Not happy with the service."""
User_54,Service_13,Massage,2,"""Excellent service!"""
User_1364,Service_1,Electrician,5,"""Could be better."""
User_767,Service_3,Carpenter,2,"""Satisfactory work."""
User_1054,Service_13,Massage,1,"""Not happy with the service."""
User_1309,Service_8,Microwave Repair,1,"""Good job overall."""
User_492,Service_2,Plumber,1,"""Not happy with the service."""
User_1554,Service_17,Laptop Repair,4,"""Excellent service!"""
User_188,Service_9,Men/kids haircut,4,"""Excellent service!"""
User_604,Service_9,Men/kids haircut,5,"""Could be better."""
User_1770,Service_19,Full home cleaning,1,"""Excellent service!"""
User_1841,Service_17,Laptop Repair,4,"""Satisfactory work."""
User_633,Service_19,Full home cleaning,5,"""Satisfactory work."""
User_119,Service_19,Full home cleaning,2,"""Satisfactory work."""
User_654,Service_15,Kitchen cleaning,2,"""Could be better."""
User_988,Service_19,Full home cleaning,3,"""Excellent service!"""
User_791,Service_20,Home painting,4,"""Satisfactory work."""
User_917,Service_19,Full home cleaning,2,"""Could be better."""
User_671,Service_6,Washing Machine Repair,1,"""Could be better."""
User_433,Service_17,Laptop Repair,1,"""Good job overall."""
User_749,Service_7,Water Purifier Repair,1,"""Good job overall."""
User_1349,Service_17,Laptop Repair,5,"""Excellent service!"""
User_1457,Service_1,Electrician,3,"""Satisfactory work."""
User_819,Service_8,Microwave Repair,1,"""Satisfactory work."""
User_1876,Service_5,Refrigerator Repair,5,"""Satisfactory work."""
User_400,Service_7,Water Purifier Repair,1,"""Satisfactory work."""
User_542,Service_18,Pest control,5,"""Satisfactory work."""
User_118,Service_17,Laptop Repair,2,"""Good job overall."""
User_1217,Service_8,Microwave Repair,4,"""Could be better."""
User_601,Service_6,Washing Machine Repair,1,"""Satisfactory work."""
User_1138,Service_2,Plumber,2,"""Excellent service!"""
User_289,Service_10,Face care,5,"""Good job overall."""
User_402,Service_1,Electrician,3,"""Not happy with the service."""
User_967,Service_16,Chimney Repair,2,"""Could be better."""
User_167,Service_18,Pest control,2,"""Could be better."""
User_1336,Service_16,Chimney Repair,2,"""Not happy with the service."""
User_1622,Service_3,Carpenter,2,"""Could be better."""
User_1575,Service_1,Electrician,3,"""Excellent service!"""
User_1465,Service_1,Electrician,5,"""Good job overall."""
User_482,Service_17,Laptop Repair,1,"""Excellent service!"""
User_582,Service_19,Full home cleaning,4,"""Could be better."""
User_461,Service_18,Pest control,3,"""Could be better."""
User_1167,Service_10,Face care,4,"""Good job overall."""
User_1308,Service_5,Refrigerator Repair,5,"""Good job overall."""
User_267,Service_7,Water Purifier Repair,3,"""Satisfactory work."""
User_356,Service_6,Washing Machine Repair,3,"""Good job overall."""
User_932,Service_4,AC Repair Service,4,"""Good job overall."""
User_1393,Service_9,Men/kids haircut,5,"""Good job overall."""
User_1170,Service_12,Hair colour,2,"""Satisfactory work."""
User_1399,Service_4,AC Repair Service,2,"""Satisfactory work."""
User_1634,Service_18,Pest control,1,"""Satisfactory work."""
User_15,Service_6,Washing Machine Repair,5,"""Could be better."""
User_1739,Service_6,Washing Machine Repair,2,"""Could be better."""
User_1318,Service_17,Laptop Repair,3,"""Satisfactory work."""
User_185,Service_12,Hair colour,5,"""Not happy with the service."""
User_201,Service_16,Chimney Repair,5,"""Good job overall."""
User_1751,Service_19,Full home cleaning,2,"""Satisfactory work."""
User_692,Service_6,Washing Machine Repair,4,"""Could be better."""
User_1372,Service_4,AC Repair Service,2,"""Excellent service!"""
User_1416,Service_14,Bathroom cleaning,5,"""Good job overall."""
User_608,Service_13,Massage,2,"""Not happy with the service."""
User_1022,Service_14,Bathroom cleaning,3,"""Good job overall."""
User_1242,Service_4,AC Repair Service,1,"""Good job overall."""
User_819,Service_16,Chimney Repair,2,"""Could be better."""
User_191,Service_18,Pest control,5,"""Not happy with the service."""
User_1305,Service_2,Plumber,1,"""Could be better."""
User_1435,Service_8,Microwave Repair,5,"""Could be better."""
User_1515,Service_9,Men/kids haircut,1,"""Satisfactory work."""
User_746,Service_15,Kitchen cleaning,4,"""Could be better."""
User_1892,Service_20,Home painting,5,"""Excellent service!"""
User_218,Service_5,Refrigerator Repair,1,"""Not happy with the service."""
User_78,Service_1,Electrician,4,"""Satisfactory work."""
User_557,Service_20,Home painting,1,"""Excellent service!"""
User_1135,Service_5,Refrigerator Repair,4,"""Excellent service!"""
User_60,Service_1,Electrician,4,"""Could be better."""
User_544,Service_7,Water Purifier Repair,1,"""Good job overall."""
User_455,Service_5,Refrigerator Repair,3,"""Excellent service!"""
User_1823,Service_9,Men/kids haircut,3,"""Good job overall."""
User_40,Service_8,Microwave Repair,2,"""Excellent service!"""
User_1651,Service_2,Plumber,2,"""Excellent service!"""
User_953,Service_17,Laptop Repair,3,"""Excellent service!"""
User_483,Service_2,Plumber,5,"""Excellent service!"""
User_1183,Service_11,Shave/beard grooming,3,"""Could be better."""
User_748,Service_9,Men/kids haircut,4,"""Good job overall."""
User_1925,Service_16,Chimney Repair,1,"""Not happy with the service."""
User_607,Service_10,Face care,2,"""Excellent service!"""
User_553,Service_19,Full home cleaning,3,"""Could be better."""
User_1424,Service_6,Washing Machine Repair,1,"""Not happy with the service."""
User_1242,Service_10,Face care,1,"""Good job overall."""
User_1317,Service_20,Home painting,3,"""Could be better."""
User_948,Service_6,Washing Machine Repair,4,"""Satisfactory work."""
User_1539,Service_5,Refrigerator Repair,1,"""Satisfactory work."""
User_48,Service_8,Microwave Repair,5,"""Good job overall."""
User_649,Service_13,Massage,3,"""Could be better."""
User_1921,Service_3,Carpenter,5,"""Excellent service!"""
User_826,Service_12,Hair colour,4,"""Excellent service!"""
User_214,Service_5,Refrigerator Repair,4,"""Could be better."""
User_546,Service_14,Bathroom cleaning,4,"""Not happy with the service."""
User_1117,Service_10,Face care,4,"""Could be better."""
User_487,Service_3,Carpenter,4,"""Good job overall."""
User_414,Service_10,Face care,5,"""Excellent service!"""
User_1013,Service_14,Bathroom cleaning,3,"""Good job overall."""
User_1164,Service_17,Laptop Repair,5,"""Good job overall."""
User_79,Service_15,Kitchen cleaning,4,"""Excellent service!"""
User_1708,Service_1,Electrician,5,"""Satisfactory work."""
User_1847,Service_15,Kitchen cleaning,4,"""Not happy with the service."""
User_804,Service_11,Shave/beard grooming,2,"""Excellent service!"""
User_932,Service_4,AC Repair Service,5,"""Excellent service!"""
User_873,Service_4,AC Repair Service,1,"""Excellent service!"""
User_680,Service_19,Full home cleaning,1,"""Excellent service!"""
User_614,Service_4,AC Repair Service,1,"""Good job overall."""
User_1194,Service_4,AC Repair Service,5,"""Excellent service!"""
User_36,Service_4,AC Repair Service,4,"""Satisfactory work."""
User_742,Service_11,Shave/beard grooming,2,"""Could be better."""
User_1683,Service_6,Washing Machine Repair,4,"""Good job overall."""
User_725,Service_4,AC Repair Service,4,"""Excellent service!"""
User_1453,Service_13,Massage,3,"""Could be better."""
