"﻿Weather,Subservice,City,Service,Price"
"Fine,Hot & cold water mixer repair,Haridwar,Home painting,402.26"
"Extreme,Cavity sensor,Ahemdabad,Kitchen cleaning,238.31"
"Extreme,Inverter PCB Card Replacement,Noida,Hair colour,409.24"
"Fine,Switch Membrane / Key Pad Repair,Delhi,Kitchen cleaning,156.81"
"Extreme,3 Phase Changeover Switch Installation,Dehradun,Refrigerator Repair,149.57"
"Fine,Drainage pipe blockage removal,Dehradun,Home painting,312.78"
"Fine,Single pole MCB installation,Lucknow,Microwave Repair,371.4"
"Extreme,Door bell replacement,Delhi,Massage,273.72"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Face care,68.37"
"Extreme,Sub meter installation,Rishikesh,Full home cleaning,65.14"
"Extreme,Chandelier installation (more than 6 bulbs),Rishikesh,Kitchen cleaning,162.48"
"Fine,TV uninstallation,Ahemdabad,Laptop Repair,335.39"
"Extreme,New wiring without casing (per 5m),Haridwar,Laptop Repair,253.9"
"Extreme,Decorative Lights Installation (per 15m),Delhi,Laptop Repair,385.91"
"Fine,Replace CFL to LED,Lucknow,Kitchen cleaning,482.87"
"Extreme,Geyser Installation,Lucknow,Laptop Repair,332.03"
"Extreme,Hot & cold water mixer repair,Delhi,AC Repair Service,246.7"
"Extreme,Tap installation,Ahemdabad,Pest control,319.33"
"Fine,Wash Basin Leakage Repair,Rishikesh,Refrigerator Repair,224.1"
"Fine,Inverter servicing,Ahemdabad,Water Purifier Repair,295.68"
"Fine,Replace CFL to LED,Lucknow,Electrician,364.79"
"Fine,Inverter PCB Card Replacement,Ahemdabad,Microwave Repair,351.08"
"Extreme,Lights Uninstallation (per 20 m),Ahemdabad,Laptop Repair,385.98"
"Fine,Stabilizer installation,Delhi,Home painting,328.45"
"Extreme,Bulb Holder Installation,Lucknow,Plumber,473.46"
"Extreme,Inverter servicing,Rishikesh,Full home cleaning,253.83"
"Extreme,AC switchbox installation,Rishikesh,Home painting,82.57"
"Fine,Minor fittings installation,Rishikesh,Pest control,113.08"
"Extreme,Triple Pole MCB Installation,Jaipur,Refrigerator Repair,170.44"
"Fine,Chandelier installation (upto 6 bulbs),Haridwar,Microwave Repair,84.49"
"Fine,Thermal Cut Off (TCO),Haridwar,Hair colour,297.14"
"Extreme,Inverter servicing,Noida,Home painting,83.84"
"Extreme,Single battery inverter installation,Noida,Laptop Repair,68.85"
"Extreme,Single pole MCB installation,Haridwar,Men/kids haircut,105.09"
"Extreme,AC switchbox installation,Lucknow,Full home cleaning,484.09"
"Extreme,Mini home theater installation,Ahemdabad,Carpenter,191.3"
"Extreme,Waste pipe leakage,Lucknow,Laptop Repair,353.11"
"Fine,Door bell installation,Delhi,Pest control,261.2"
"Fine,Four Pole MCB Installation,Lucknow,Kitchen cleaning,261.38"
"Fine,TV installation (up to 48 inches),Rishikesh,Kitchen cleaning,224.71"
"Fine,Replace CFL to LED,Haridwar,Water Purifier Repair,195.87"
"Extreme,AC switchbox installation,Ahemdabad,Washing Machine Repair,199.88"
"Extreme,Decorative Lights Installation (per 5m),Dehradun,Pest control,294.69"
"Fine,Switchboard installation,Lucknow,Microwave Repair,472.98"
"Extreme,TV installation (above 48 inches),Rishikesh,Laptop Repair,433.46"
"Extreme,3 Phase Changeover Switch Installation,Lucknow,Home painting,461.57"
"Extreme,Chandelier installation (more than 6 bulbs),Noida,Face care,269.96"
"Fine,Tap installation,Rishikesh,Washing Machine Repair,406.38"
"Fine,Fan uninstallation,Lucknow,Refrigerator Repair,50.84"
"Extreme,Decorative Lights Uninstallation (per 5m),Rishikesh,Water Purifier Repair,139.57"
"Extreme,Lantern Installation,Dehradun,Bathroom cleaning,339.16"
"Fine,Fuse 5 / 15 Amp,Dehradun,Shave/beard grooming,371.07"
"Fine,Thermal Cut Off (TCO),Jaipur,Carpenter,53.86"
"Fine,MCB fuse replacement,Ahemdabad,Laptop Repair,57.85"
"Extreme,PCB Repair,Rishikesh,Chimney Repair,399.96"
"Extreme,Decorative Lights Installation (per 5m),Dehradun,Laptop Repair,447.96"
"Fine,TV installation (above 48 inches),Delhi,Microwave Repair,309.1"
"Extreme,Shower installation (ceiling mounted),Haridwar,Water Purifier Repair,402.64"
"Fine,Switch/socket replacement,Dehradun,Water Purifier Repair,208.65"
"Extreme,Fan repair,Lucknow,Massage,107.66"
"Fine,Decorative ceiling fan installation,Haridwar,Kitchen cleaning,447.67"
"Extreme,Material Procurement Charges,Delhi,Massage,236.48"
"Fine,Shower installation (ceiling mounted),Delhi,Microwave Repair,327.1"
"Fine,Door bell replacement,Delhi,Hair colour,339.56"
"Fine,Mini home theater installation,Lucknow,Laptop Repair,76.65"
"Fine,PCB Repair,Dehradun,Bathroom cleaning,107.97"
"Fine,Geyser Uninstallation,Dehradun,Shave/beard grooming,430.45"
"Extreme,Drainage pipe blockage removal,Noida,Carpenter,252.2"
"Fine,Single battery inverter installation,Rishikesh,Massage,214.75"
"Fine,AC switchbox installation,Lucknow,Pest control,244.9"
"Extreme,New wiring without casing (per 5m),Jaipur,Water Purifier Repair,410.49"
"Fine,Hot & cold water mixer installation,Jaipur,Massage,406.35"
"Extreme,Shower installation (wall mounted/ hand-held),Jaipur,Chimney Repair,107.2"
"Extreme,Geyser Installation,Delhi,Men/kids haircut,119.01"
"Fine,Decorative Lights Uninstallation (per 5m),Dehradun,Washing Machine Repair,405.15"
"Fine,New internal wiring (per 5m),Dehradun,Home painting,228.44"
"Extreme,Chandelier installation (more than 6 bulbs),Dehradun,Electrician,496.76"
"Extreme,TV installation (up to 48 inches),Dehradun,Refrigerator Repair,453.5"
"Extreme,Bulbs installation (upto 5 bulbs),Jaipur,Chimney Repair,383.55"
"Fine,Timer,Jaipur,Face care,373.34"
"Fine,Single battery inverter installation,Dehradun,Face care,141.99"
"Fine,Double Pole MCB Installation,Delhi,Home painting,480.8"
"Fine,Tap replacement,Rishikesh,Carpenter,457.75"
"Fine,Tap installation,Ahemdabad,Water Purifier Repair,306.76"
"Extreme,Fuse 5 / 15 Amp,Dehradun,Electrician,291.4"
"Fine,Decorative Lights Installation (per 5m),Delhi,Bathroom cleaning,254.3"
"Fine,3 Phase Changeover Switch Installation,Delhi,Hair colour,325.82"
"Extreme,Balcony drain blockage removal,Ahemdabad,Refrigerator Repair,209.81"
"Fine,Decorative Lights Installation (per 5m),Lucknow,Shave/beard grooming,403.56"
"Fine,Waste pipe leakage,Dehradun,Water Purifier Repair,478.99"
"Fine,Thermal Cut Off (TCO),Ahemdabad,Plumber,495.68"
"Extreme,Fuse 5 / 15 Amp,Haridwar,Water Purifier Repair,352.1"
"Fine,3 Phase Changeover Switch Installation,Jaipur,Shave/beard grooming,499.92"
"Fine,Inverter fuse replacement,Noida,Bathroom cleaning,111.89"
"Extreme,Sub meter installation,Jaipur,Pest control,375.65"
"Fine,Single pole MCB installation,Delhi,Water Purifier Repair,258.57"
"Extreme,Hot & cold water mixer repair,Lucknow,Shave/beard grooming,102.19"
"Fine,Lights Uninstallation (per 20 m),Jaipur,Bathroom cleaning,409.68"
"Extreme,Door bell installation,Dehradun,Laptop Repair,58.38"
"Extreme,Double battery inverter installation,Rishikesh,Chimney Repair,71.56"
"Fine,Replace CFL to LED,Haridwar,Home painting,492.49"
"Extreme,Room heater repair,Rishikesh,Water Purifier Repair,446.82"
"Fine,Fan repair,Haridwar,Electrician,168.55"
"Fine,Decorative ceiling fan installation,Jaipur,Hair colour,332.78"
"Extreme,Material Procurement Charges,Noida,Massage,399.52"
"Extreme,Mini home theater installation,Delhi,Washing Machine Repair,227.82"
"Fine,Ceiling fan regulator replacement,Lucknow,Microwave Repair,198.77"
"Fine,Geyser Uninstallation,Haridwar,Hair colour,433.9"
"Fine,Lantern Installation,Haridwar,Shave/beard grooming,371.11"
"Extreme,Balcony drain blockage removal,Ahemdabad,Chimney Repair,336.45"
"Fine,Inverter fuse replacement,Dehradun,Microwave Repair,131.03"
"Extreme,MCB fuse replacement,Dehradun,Laptop Repair,85.75"
"Fine,Shower installation (ceiling mounted),Rishikesh,Chimney Repair,175.78"
"Extreme,Timer,Jaipur,Refrigerator Repair,298.34"
"Fine,Shower installation (wall mounted/ hand-held),Haridwar,Massage,419.46"
"Fine,Tubelight Installation/Repair,Rishikesh,Massage,114.56"
"Extreme,Minor fittings installation,Jaipur,Water Purifier Repair,217.9"
"Extreme,Material Procurement Charges,Delhi,Electrician,300.82"
"Extreme,Decorative ceiling fan installation,Jaipur,Chimney Repair,233.16"
"Extreme,Wash basin installation,Jaipur,Plumber,462.13"
"Extreme,Fuse 5 / 15 Amp,Haridwar,Carpenter,170.78"
"Fine,Chandelier installation (more than 6 bulbs),Lucknow,Kitchen cleaning,240.8"
"Fine,Chandelier installation (upto 6 bulbs),Rishikesh,Plumber,430.81"
"Extreme,Wash basin blockage removal,Delhi,Electrician,91.24"
"Extreme,Bulb,Jaipur,Hair colour,461.95"
"Extreme,Minor fittings installation,Rishikesh,Men/kids haircut,263.48"
"Extreme,Double Pole MCB Installation,Ahemdabad,Shave/beard grooming,446.52"
"Extreme,Fan repair,Haridwar,Chimney Repair,363.19"
"Fine,Door bell installation,Jaipur,Washing Machine Repair,340.73"
"Extreme,Tap installation,Jaipur,Kitchen cleaning,155.19"
"Extreme,Geyser Uninstallation,Haridwar,Men/kids haircut,495.09"
"Extreme,Four Pole MCB Installation,Lucknow,Chimney Repair,415.17"
"Fine,Mini home theater installation,Lucknow,Carpenter,475.71"
"Extreme,Single pole MCB installation,Dehradun,Refrigerator Repair,383.52"
"Extreme,3 Phase Changeover Switch Installation,Noida,Hair colour,155.39"
"Fine,Fan uninstallation,Rishikesh,Shave/beard grooming,83.06"
"Extreme,New wiring without casing (per 5m),Delhi,Carpenter,304.81"
"Extreme,Minor fittings installation,Haridwar,Shave/beard grooming,279.98"
"Extreme,Fan uninstallation,Jaipur,Face care,203.79"
"Fine,Fan repair,Jaipur,Microwave Repair,487.45"
"Fine,Decorative Lights Installation (per 10m),Rishikesh,Kitchen cleaning,111.8"
"Fine,Wash basin installation,Jaipur,Electrician,85.45"
"Fine,Lights Uninstallation (per 20 m),Noida,Carpenter,434.71"
"Extreme,Door bell installation,Haridwar,Shave/beard grooming,140.91"
"Extreme,Geyser Installation,Ahemdabad,Water Purifier Repair,220.53"
"Extreme,Chandelier installation (upto 6 bulbs),Lucknow,Men/kids haircut,348.2"
"Fine,Tap replacement,Rishikesh,Kitchen cleaning,335.14"
"Extreme,Sub meter installation,Delhi,Laptop Repair,283.99"
"Extreme,MCB fuse replacement,Jaipur,Carpenter,108.92"
"Fine,Door bell installation,Haridwar,Water Purifier Repair,451.02"
"Fine,Sub meter installation,Ahemdabad,Men/kids haircut,288.86"
"Fine,Inverter fuse replacement,Dehradun,Refrigerator Repair,439.81"
"Extreme,Bulbs installation (upto 5 bulbs),Lucknow,Water Purifier Repair,108.73"
"Fine,Decorative ceiling fan installation,Delhi,Full home cleaning,290.41"
"Extreme,3 Phase changeover switch installation,Rishikesh,Hair colour,451.49"
"Extreme,PCB Repair,Jaipur,Microwave Repair,359.33"
"Fine,Inverter PCB Card Replacement,Haridwar,Hair colour,227.74"
"Extreme,Geyser Installation,Rishikesh,Electrician,469.59"
"Extreme,PCB Repair,Rishikesh,Face care,105.66"
"Fine,Geyser Uninstallation,Ahemdabad,Chimney Repair,71.21"
"Fine,New wiring with casing (per 5m),Dehradun,Electrician,308.15"
"Fine,Ceiling Fan Installation,Ahemdabad,Face care,60.92"
"Extreme,Thermal Cut Off (TCO),Dehradun,Electrician,99.64"
"Extreme,Shower installation (ceiling mounted),Dehradun,Washing Machine Repair,442.25"
"Fine,Ceiling fan regulator replacement,Haridwar,Full home cleaning,341.53"
"Fine,New wiring with casing (per 5m),Haridwar,Bathroom cleaning,489.81"
"Extreme,New internal wiring (per 5m),Delhi,Electrician,347.89"
"Extreme,Balcony drain blockage removal,Dehradun,Kitchen cleaning,440.67"
"Extreme,Tap repair,Ahemdabad,Massage,177.1"
"Fine,Tap installation,Lucknow,Bathroom cleaning,462.99"
"Extreme,3 Phase changeover switch installation,Rishikesh,Water Purifier Repair,57.43"
"Extreme,Balcony drain blockage removal,Rishikesh,Massage,333.88"
"Extreme,Door bell replacement,Dehradun,Full home cleaning,290.89"
"Fine,Tap repair,Dehradun,Massage,343.05"
"Extreme,Bulb,Rishikesh,Full home cleaning,170.65"
"Extreme,Fan replacement,Jaipur,Home painting,308.46"
"Fine,Decorative Lights Installation (per 15m),Jaipur,Pest control,443.3"
"Fine,Wash Basin Leakage Repair,Haridwar,Bathroom cleaning,72.76"
"Extreme,Wash basin blockage removal,Lucknow,Bathroom cleaning,97.87"
"Fine,Ceiling fan regulator replacement,Jaipur,Massage,145.32"
"Fine,AC switchbox installation,Lucknow,Carpenter,361.06"
"Fine,Decorative Lights Installation (per 5m),Noida,Kitchen cleaning,289.25"
"Fine,Ceiling fan regulator replacement,Dehradun,Kitchen cleaning,459.13"
"Extreme,Sub meter installation,Ahemdabad,Laptop Repair,434.07"
"Fine,Minor fittings installation,Rishikesh,Home painting,329.15"
"Fine,Ceiling fan regulator replacement,Ahemdabad,Massage,88.96"
"Fine,TV installation (above 48 inches),Noida,Pest control,106.91"
"Extreme,Waste pipe leakage,Haridwar,Face care,470.46"
"Extreme,Cavity sensor,Noida,Bathroom cleaning,66.66"
"Fine,Balcony drain blockage removal,Rishikesh,Water Purifier Repair,307.07"
"Extreme,Fuse 5 / 15 Amp,Rishikesh,Water Purifier Repair,336"
"Extreme,Shower installation (ceiling mounted),Jaipur,Full home cleaning,210.6"
"Extreme,Timer,Ahemdabad,Microwave Repair,394.04"
"Fine,Wash Basin Leakage Repair,Dehradun,Plumber,364.24"
"Extreme,Switch Membrane / Key Pad Repair,Jaipur,Massage,195.7"
"Extreme,Bulb,Lucknow,Carpenter,368.87"
"Fine,Chandelier installation (upto 6 bulbs),Ahemdabad,AC Repair Service,128.36"
"Fine,Replace CFL to LED,Ahemdabad,Water Purifier Repair,53.26"
"Extreme,Decorative Lights Installation (per 15m),Jaipur,Pest control,100.66"
"Extreme,Drainage pipe blockage removal,Noida,Hair colour,295.23"
"Fine,Bulb Holder Installation,Noida,Hair colour,80.6"
"Extreme,Shower installation (wall mounted/ hand-held),Ahemdabad,Massage,111.58"
"Extreme,Door bell replacement,Delhi,Massage,292.23"
"Fine,Cavity sensor,Haridwar,Chimney Repair,258.56"
"Extreme,Wash basin installation,Delhi,Massage,481.31"
"Fine,Wash Basin Leakage Repair,Haridwar,Kitchen cleaning,129.63"
"Fine,Wash basin blockage removal,Ahemdabad,Water Purifier Repair,389.37"
"Fine,Waste pipe leakage,Delhi,Laptop Repair,112.94"
"Extreme,3 Phase changeover switch installation,Noida,Carpenter,124.42"
"Fine,Sub meter installation,Delhi,Chimney Repair,363.06"
"Fine,3 Phase changeover switch installation,Rishikesh,Massage,188.83"
"Extreme,TV installation (above 48 inches),Delhi,Refrigerator Repair,252.77"
"Extreme,AC switchbox installation,Haridwar,AC Repair Service,105.49"
"Fine,3 Phase Changeover Switch Installation,Ahemdabad,Kitchen cleaning,86.13"
"Extreme,Double battery inverter installation,Noida,Chimney Repair,424.71"
"Fine,New wiring without casing (per 5m),Jaipur,Laptop Repair,57.24"
"Extreme,Geyser Installation,Haridwar,Water Purifier Repair,440.82"
"Extreme,Double Pole MCB Installation,Rishikesh,Electrician,317.04"
"Extreme,Switchboard installation,Delhi,Home painting,142.67"
"Fine,New internal wiring (per 5m),Haridwar,Chimney Repair,150.62"
"Fine,Decorative light & bed lamp installation,Rishikesh,Carpenter,465.11"
"Extreme,Tap repair,Rishikesh,Massage,209.56"
"Extreme,AC switchbox installation,Ahemdabad,Full home cleaning,290.27"
"Extreme,3 Phase changeover switch installation,Dehradun,Hair colour,82.16"
"Fine,Fan Coil Repair,Rishikesh,Carpenter,297.81"
"Fine,3 Phase changeover switch installation,Ahemdabad,Hair colour,260.75"
"Extreme,Triple Pole MCB Installation,Noida,Microwave Repair,465.2"
"Fine,Ceiling fan regulator replacement,Dehradun,Chimney Repair,428.51"
"Extreme,New internal wiring (per 5m),Haridwar,Chimney Repair,200.12"
"Fine,Timer,Delhi,Microwave Repair,209.27"
"Fine,Triple Pole MCB Installation,Ahemdabad,Shave/beard grooming,192.76"
"Fine,Chandelier installation (upto 6 bulbs),Ahemdabad,Bathroom cleaning,368.98"
"Fine,Timer,Rishikesh,Men/kids haircut,365.87"
"Fine,Cavity sensor,Ahemdabad,Water Purifier Repair,76.06"
"Fine,Triple Pole MCB Installation,Noida,Bathroom cleaning,441"
"Extreme,Triple Pole MCB Installation,Haridwar,AC Repair Service,465.19"
"Extreme,Lantern Installation,Haridwar,Face care,239.52"
"Fine,Decorative Lights Installation (per 5m),Jaipur,Water Purifier Repair,219.84"
"Fine,Decorative light & bed lamp installation,Ahemdabad,Massage,352.76"
"Extreme,Inverter PCB Card Replacement,Lucknow,Face care,156.88"
"Fine,New internal wiring (per 5m),Lucknow,Bathroom cleaning,238.63"
"Extreme,Switch/socket replacement,Haridwar,Men/kids haircut,205.72"
"Fine,Inverter fuse replacement,Lucknow,Carpenter,52.81"
"Fine,Hot & cold water mixer repair,Haridwar,Kitchen cleaning,234.8"
"Fine,Stabilizer installation,Jaipur,Home painting,424.81"
"Fine,Wash basin blockage removal,Lucknow,Water Purifier Repair,104.25"
"Extreme,Geyser Uninstallation,Jaipur,Shave/beard grooming,253.56"
"Fine,Fan repair,Rishikesh,Hair colour,66.72"
"Extreme,Wash basin blockage removal,Jaipur,Electrician,68.34"
"Extreme,Switch/socket replacement,Ahemdabad,Face care,394.54"
"Fine,Material Procurement Charges,Noida,Carpenter,469.83"
"Fine,Lantern Installation,Ahemdabad,Men/kids haircut,370.31"
"Extreme,Chandelier installation (more than 6 bulbs),Jaipur,Hair colour,214.84"
"Extreme,Tap repair,Lucknow,Microwave Repair,76.19"
"Fine,Decorative Lights Installation (per 10m),Delhi,Bathroom cleaning,490.4"
"Extreme,Switchboard repair,Ahemdabad,Face care,57.68"
"Fine,Tap repair,Haridwar,Microwave Repair,460.47"
"Fine,Ceiling Fan Installation,Dehradun,Face care,387.3"
"Extreme,Lights Uninstallation (per 20 m),Lucknow,AC Repair Service,362.26"
"Extreme,Fuse 5 / 15 Amp,Rishikesh,Chimney Repair,199.06"
"Fine,3 Phase changeover switch installation,Jaipur,Full home cleaning,167.11"
"Fine,Tap replacement,Jaipur,Plumber,157.77"
"Extreme,Ceiling Fan Installation,Delhi,Men/kids haircut,454.7"
"Fine,Material Procurement Charges,Haridwar,Shave/beard grooming,397.97"
"Extreme,Ceiling fan regulator replacement,Jaipur,Home painting,313.81"
"Fine,Shower installation (ceiling mounted),Jaipur,Bathroom cleaning,334.88"
"Fine,New wiring without casing (per 5m),Delhi,Chimney Repair,387.15"
"Fine,3 Phase changeover switch installation,Rishikesh,Home painting,239.29"
"Extreme,Fan Coil Repair,Delhi,Shave/beard grooming,437.45"
"Fine,Tap replacement,Noida,Laptop Repair,138.03"
"Fine,PCB Repair,Delhi,Massage,241.56"
"Fine,TV uninstallation,Rishikesh,Water Purifier Repair,169.27"
"Extreme,Shower installation (wall mounted/ hand-held),Noida,AC Repair Service,304.76"
"Fine,New wiring with casing (per 5m),Dehradun,Pest control,102.57"
"Extreme,MCB fuse replacement,Dehradun,Bathroom cleaning,489.75"
"Extreme,Switchboard repair,Noida,Pest control,123.74"
"Fine,Decorative Lights Installation (per 5m),Noida,AC Repair Service,443.19"
"Extreme,Door bell replacement,Ahemdabad,Laptop Repair,414.84"
"Fine,Geyser Uninstallation,Jaipur,Home painting,261.16"
"Fine,Double battery inverter installation,Ahemdabad,Washing Machine Repair,188.21"
"Extreme,Balcony drain blockage removal,Jaipur,AC Repair Service,409.45"
"Extreme,Room heater repair,Lucknow,AC Repair Service,497"
"Fine,Cavity sensor,Jaipur,Men/kids haircut,482.54"
"Extreme,Door bell installation,Rishikesh,Water Purifier Repair,409.1"
"Fine,Thermal Cut Off (TCO),Ahemdabad,Refrigerator Repair,195.46"
"Fine,Mini home theater installation,Delhi,Refrigerator Repair,149.61"
"Fine,Tap repair,Haridwar,Electrician,499.86"
"Fine,Geyser Uninstallation,Dehradun,Plumber,354.19"
"Fine,Lantern Installation,Lucknow,Water Purifier Repair,87.84"
"Fine,Hot & cold water mixer installation,Rishikesh,AC Repair Service,111.88"
"Fine,Fan repair,Lucknow,Refrigerator Repair,150.43"
"Fine,New wiring with casing (per 5m),Rishikesh,Bathroom cleaning,350.92"
"Fine,Door bell installation,Lucknow,Shave/beard grooming,224.24"
"Extreme,Decorative light & bed lamp installation,Jaipur,Home painting,457.53"
"Fine,Drainage pipe blockage removal,Rishikesh,Full home cleaning,332.86"
"Extreme,Stabilizer installation,Ahemdabad,Refrigerator Repair,76.95"
"Fine,Chandelier installation (more than 6 bulbs),Noida,Water Purifier Repair,88.47"
"Extreme,Shower installation (ceiling mounted),Lucknow,Face care,90.04"
"Extreme,Switchboard installation,Lucknow,Men/kids haircut,434.03"
"Extreme,Waste pipe leakage,Dehradun,Electrician,417.35"
"Fine,Hot & cold water mixer repair,Dehradun,Men/kids haircut,116.67"
"Extreme,Shower installation (ceiling mounted),Ahemdabad,Laptop Repair,429.32"
"Extreme,Decorative ceiling fan installation,Ahemdabad,Refrigerator Repair,125.91"
"Fine,New wiring without casing (per 5m),Dehradun,Water Purifier Repair,232.51"
"Extreme,Switch/socket replacement,Haridwar,Kitchen cleaning,339.01"
"Fine,Balcony drain blockage removal,Dehradun,Refrigerator Repair,134.81"
"Extreme,Lights Uninstallation (per 20 m),Jaipur,Microwave Repair,329.11"
"Fine,Hot & cold water mixer installation,Lucknow,Pest control,218.63"
"Extreme,Wash basin installation,Jaipur,Refrigerator Repair,191.06"
"Fine,Fan repair,Rishikesh,Refrigerator Repair,88.21"
"Fine,Bulb,Haridwar,Microwave Repair,79.43"
"Fine,Switch Membrane / Key Pad Repair,Rishikesh,Kitchen cleaning,55.21"
"Extreme,Four Pole MCB Installation,Noida,Face care,119.97"
"Fine,Stabilizer installation,Delhi,AC Repair Service,101.09"
"Fine,Chandelier installation (upto 6 bulbs),Lucknow,Men/kids haircut,228.68"
"Fine,Decorative ceiling fan installation,Lucknow,Chimney Repair,215.25"
"Extreme,Switch/socket replacement,Dehradun,Washing Machine Repair,188.33"
"Extreme,Door bell installation,Dehradun,Pest control,464.41"
"Extreme,Stabilizer installation,Noida,Home painting,140.31"
"Extreme,Fan uninstallation,Ahemdabad,AC Repair Service,136.6"
"Extreme,Tap repair,Ahemdabad,Plumber,245.85"
"Fine,Drainage pipe blockage removal,Haridwar,Bathroom cleaning,50.73"
"Fine,Fuse 5 / 15 Amp,Rishikesh,Bathroom cleaning,328.54"
"Extreme,Decorative Lights Installation (per 10m),Lucknow,Massage,411.96"
"Fine,Replace CFL to LED,Jaipur,Electrician,243.16"
"Fine,Replace CFL to LED,Delhi,Laptop Repair,494.93"
"Fine,Triple Pole MCB Installation,Noida,Plumber,463.43"
"Extreme,Replace CFL to LED,Delhi,Plumber,318.39"
"Fine,Door bell replacement,Lucknow,Full home cleaning,218.22"
"Fine,Shower installation (ceiling mounted),Rishikesh,Hair colour,155.7"
"Fine,Thermal Cut Off (TCO),Haridwar,Face care,236.08"
"Fine,Door bell installation,Rishikesh,Shave/beard grooming,459.62"
"Fine,Minor fittings installation,Ahemdabad,AC Repair Service,448.44"
"Extreme,Tap replacement,Lucknow,Washing Machine Repair,332.99"
"Extreme,Double battery inverter installation,Jaipur,Massage,189.52"
"Fine,Four Pole MCB Installation,Lucknow,Full home cleaning,64.16"
"Fine,MCB fuse replacement,Ahemdabad,Refrigerator Repair,216.37"
"Extreme,Lights Uninstallation (per 20 m),Dehradun,Hair colour,244.84"
"Fine,Wash basin installation,Haridwar,Washing Machine Repair,361.92"
"Fine,Switch Membrane / Key Pad Repair,Noida,Washing Machine Repair,322.27"
"Fine,Material Procurement Charges,Ahemdabad,Kitchen cleaning,239.52"
"Extreme,Minor fittings installation,Haridwar,Chimney Repair,79.79"
"Fine,Geyser Installation,Delhi,Laptop Repair,468.75"
"Extreme,Decorative ceiling fan installation,Jaipur,Kitchen cleaning,282.32"
"Fine,Inverter servicing,Haridwar,Shave/beard grooming,473.52"
"Extreme,Material Procurement Charges,Delhi,Home painting,419.68"
"Extreme,AC switchbox installation,Delhi,Pest control,419.08"
"Extreme,Triple Pole MCB Installation,Noida,Refrigerator Repair,59.71"
"Extreme,Door bell replacement,Dehradun,Refrigerator Repair,138.45"
"Fine,Tap replacement,Noida,Home painting,338.43"
"Fine,TV installation (above 48 inches),Haridwar,Pest control,407.56"
"Extreme,Switch/socket replacement,Haridwar,Kitchen cleaning,472.56"
"Extreme,Cavity sensor,Dehradun,Laptop Repair,90.91"
"Extreme,Single battery inverter installation,Delhi,Home painting,169.19"
"Extreme,Bulb Holder Installation,Dehradun,Carpenter,126.69"
"Fine,Wash Basin Leakage Repair,Delhi,Electrician,357.65"
"Extreme,Shower installation (ceiling mounted),Noida,Face care,143.4"
"Fine,MCB fuse replacement,Delhi,Washing Machine Repair,237.21"
"Fine,Fan replacement,Lucknow,Face care,68"
"Extreme,Stabilizer installation,Noida,Washing Machine Repair,174.85"
"Fine,Timer,Haridwar,Home painting,88.09"
"Extreme,Shower installation (ceiling mounted),Ahemdabad,Shave/beard grooming,440.71"
"Fine,Switchboard installation,Ahemdabad,Face care,170.46"
"Fine,Fuse 5 / 15 Amp,Rishikesh,AC Repair Service,314.7"
"Fine,Fan repair,Rishikesh,Kitchen cleaning,198.66"
"Fine,Geyser Installation,Lucknow,Men/kids haircut,240.49"
"Extreme,Inverter fuse replacement,Haridwar,Refrigerator Repair,163.52"
"Fine,Wash basin blockage removal,Dehradun,AC Repair Service,398.52"
"Fine,Chandelier installation (more than 6 bulbs),Delhi,Men/kids haircut,301.06"
"Fine,Decorative Lights Installation (per 10m),Lucknow,Pest control,467.68"
"Extreme,Cavity sensor,Dehradun,Refrigerator Repair,228.26"
"Extreme,Switchboard repair,Jaipur,Laptop Repair,402.19"
"Extreme,Balcony drain blockage removal,Jaipur,Kitchen cleaning,104.06"
"Fine,Geyser Installation,Dehradun,Pest control,162.4"
"Fine,Fan repair,Ahemdabad,Pest control,137.79"
"Fine,Wash basin installation,Jaipur,Refrigerator Repair,463.22"
"Fine,Tap installation,Ahemdabad,AC Repair Service,169.9"
"Extreme,3 Phase Changeover Switch Installation,Rishikesh,AC Repair Service,71.77"
"Fine,Sub meter installation,Delhi,AC Repair Service,183.68"
"Fine,Replace CFL to LED,Delhi,Kitchen cleaning,313.66"
"Extreme,Stabilizer installation,Ahemdabad,Washing Machine Repair,488.75"
"Fine,Decorative Lights Installation (per 5m),Haridwar,Plumber,53.19"
"Extreme,Inverter fuse replacement,Noida,Chimney Repair,351.63"
"Extreme,Sub meter installation,Delhi,Refrigerator Repair,282.98"
"Fine,Hot & cold water mixer repair,Ahemdabad,Shave/beard grooming,347.1"
"Extreme,Tubelight Installation/Repair,Jaipur,Carpenter,263.69"
"Fine,Hot & cold water mixer repair,Rishikesh,Laptop Repair,486.06"
"Fine,Lights Uninstallation (per 20 m),Noida,Bathroom cleaning,222.31"
"Extreme,Bulb holder installation,Rishikesh,Refrigerator Repair,388.16"
"Extreme,Hot & cold water mixer installation,Lucknow,Massage,95.46"
"Fine,Tap installation,Jaipur,Water Purifier Repair,475.86"
"Fine,Thermal Cut Off (TCO),Delhi,Massage,92.18"
"Fine,TV installation (above 48 inches),Noida,Pest control,466.35"
"Fine,Chandelier installation (upto 6 bulbs),Jaipur,Full home cleaning,113.83"
"Fine,Tap replacement,Haridwar,Home painting,236.95"
"Extreme,MCB fuse replacement,Lucknow,Washing Machine Repair,287.67"
