Weather,City,Subservice,Service,Price
Fine,Lucknow,Mini home theater installation,Carpenter,441.58
Fine,Jaipur,TV installation (above 48 inches),Microwave Repair,265.15
Fine,Rishikesh,Drainage pipe blockage removal,Massage,401.08
Fine,Delhi,Single battery inverter installation,Laptop Repair,464.94
Fine,Delhi,Inverter fuse replacement,Home painting,360.75
Fine,Noida,Inverter fuse replacement,Bathroom cleaning,343.56
Fine,Ahemdabad,Double battery inverter installation,Kitchen cleaning,189.45
Fine,Jaipur,Decorative Lights Installation (per 15m),Laptop Repair,198.35
Extreme,Noida,Hot & cold water mixer installation,Washing Machine Repair,158.6
Fine,Rishikesh,Double battery inverter installation,Massage,387.9
Extreme,Dehradun,TV installation (up to 48 inches),Pest control,88.33
Fine,Noida,Waste pipe leakage,Refrigerator Repair,252.4
Fine,Lucknow,Decorative Lights Installation (per 10m),Full home cleaning,413.69
Fine,Dehradun,Lights Uninstallation (per 20 m),Water Purifier Repair,371.25
Fine,Lucknow,Cavity sensor,Men/kids haircut,446.92
Extreme,Noida,Material Procurement Charges,Laptop Repair,314.07
Extreme,Jaipur,Fan replacement,Microwave Repair,139.53
Extreme,Lucknow,Wash basin blockage removal,Bathroom cleaning,463.8
Fine,Ahemdabad,Tap installation,Shave/beard grooming,382.27
Fine,Lucknow,Bulb,Washing Machine Repair,293.76
Fine,Delhi,Double battery inverter installation,Microwave Repair,301.09
Extreme,Noida,Switchboard installation,Water Purifier Repair,232.95
Extreme,Noida,Balcony drain blockage removal,Water Purifier Repair,356.28
Extreme,Ahemdabad,Single battery inverter installation,Chimney Repair,421.49
Fine,Delhi,Cavity sensor,Home painting,386.67
Extreme,Haridwar,Fan replacement,Carpenter,460.29
Fine,Rishikesh,Switch Membrane / Key Pad Repair,Chimney Repair,406.56
Extreme,Noida,Single pole MCB installation,Home painting,281.7
Fine,Haridwar,Inverter fuse replacement,Water Purifier Repair,175.98
Extreme,Haridwar,Waste pipe leakage,Plumber,165.26
Fine,Jaipur,Replace CFL to LED,Face care,287.23
Fine,Jaipur,Fan repair,Full home cleaning,439.69
Extreme,Rishikesh,Bulb Holder Installation,Men/kids haircut,461.98
Extreme,Jaipur,Double battery inverter installation,Carpenter,448.64
Fine,Lucknow,Wash Basin Leakage Repair,Full home cleaning,388.38
Fine,Noida,Geyser Installation,Full home cleaning,214.93
Fine,Rishikesh,Single pole MCB installation,Chimney Repair,268.29
Extreme,Delhi,Chandelier installation (upto 6 bulbs),Carpenter,164.09
Fine,Haridwar,Shower installation (ceiling mounted),Hair colour,416.95
Extreme,Noida,TV installation (above 48 inches),Plumber,101.66
Fine,Haridwar,Inverter PCB Card Replacement,Washing Machine Repair,409.47
Fine,Dehradun,Switchboard repair,Massage,361.33
Extreme,Noida,New wiring with casing (per 5m),Home painting,305.57
Fine,Ahemdabad,New wiring with casing (per 5m),Washing Machine Repair,389.43
Extreme,Haridwar,Switchboard installation,Men/kids haircut,396.84
Fine,Noida,Chandelier installation (more than 6 bulbs),Bathroom cleaning,74.71
Extreme,Rishikesh,Switch Membrane / Key Pad Repair,Men/kids haircut,466.78
Fine,Noida,Fan repair,Plumber,456.35
Extreme,Dehradun,Geyser Uninstallation,Face care,177.93
Fine,Delhi,Fan repair,Laptop Repair,290.3
Fine,Lucknow,Switchboard installation,Microwave Repair,375.87
Extreme,Haridwar,Chandelier installation (upto 6 bulbs),Carpenter,393.37
Extreme,Noida,AC switchbox installation,Bathroom cleaning,379.6
Fine,Haridwar,Wash basin blockage removal,Face care,471.94
Fine,Dehradun,Waste pipe leakage,Chimney Repair,238.63
Extreme,Noida,Wash basin installation,Laptop Repair,79.36
Extreme,Noida,Decorative Lights Installation (per 5m),Men/kids haircut,474.64
Fine,Rishikesh,Inverter fuse replacement,AC Repair Service,161.43
Extreme,Jaipur,Decorative light & bed lamp installation,Carpenter,86.53
Fine,Jaipur,Decorative Lights Installation (per 15m),Carpenter,374.11
Fine,Dehradun,Fan Coil Repair,Hair colour,476.02
Fine,Jaipur,MCB fuse replacement,Laptop Repair,474.69
Extreme,Noida,Bulb holder installation,Face care,400.5
Fine,Jaipur,Replace CFL to LED,Water Purifier Repair,229.64
Fine,Dehradun,TV installation (above 48 inches),Men/kids haircut,292.28
Fine,Dehradun,Bulbs installation (upto 5 bulbs),Shave/beard grooming,478.6
Extreme,Rishikesh,Minor fittings installation,Home painting,135.52
Fine,Lucknow,3 Phase changeover switch installation,Bathroom cleaning,379.76
Extreme,Ahemdabad,Wash basin blockage removal,Washing Machine Repair,472.57
Extreme,Ahemdabad,Single battery inverter installation,Shave/beard grooming,270.65
Fine,Dehradun,Tap installation,Washing Machine Repair,421.42
Fine,Ahemdabad,Bulb holder installation,Pest control,368.01
Fine,Noida,Switchboard installation,AC Repair Service,402.15
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Hair colour,442.18
Fine,Rishikesh,Door bell installation,Home painting,96.58
Fine,Delhi,PCB Repair,Water Purifier Repair,149.42
Extreme,Rishikesh,Switchboard installation,Kitchen cleaning,477.72
Fine,Haridwar,Lights Uninstallation (per 20 m),Home painting,370.12
Fine,Haridwar,New wiring with casing (per 5m),Face care,472.05
Fine,Ahemdabad,Switchboard repair,Refrigerator Repair,470.66
Fine,Noida,TV uninstallation,Shave/beard grooming,417.31
Extreme,Noida,Decorative ceiling fan installation,Washing Machine Repair,148.38
Extreme,Jaipur,New wiring without casing (per 5m),Carpenter,470.72
Fine,Rishikesh,Geyser Uninstallation,Men/kids haircut,418.84
Extreme,Noida,Minor fittings installation,Hair colour,462.93
Fine,Noida,TV installation (above 48 inches),Carpenter,205.37
Extreme,Ahemdabad,Room heater repair,Face care,147.75
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Bathroom cleaning,272.07
Extreme,Lucknow,Fuse 5 / 15 Amp,Kitchen cleaning,485.58
Fine,Haridwar,Four Pole MCB Installation,Refrigerator Repair,375.44
Fine,Dehradun,Single battery inverter installation,Home painting,423.12
Fine,Jaipur,TV installation (above 48 inches),Electrician,279.15
Fine,Lucknow,Balcony drain blockage removal,Full home cleaning,259.27
Extreme,Ahemdabad,Shower installation (wall mounted/ hand-held),Electrician,67.78
Extreme,Lucknow,Ceiling fan regulator replacement,Carpenter,490.53
Fine,Jaipur,Wash basin installation,Face care,465.64
Fine,Dehradun,Double battery inverter installation,Home painting,245.71
Fine,Noida,Hot & cold water mixer installation,Chimney Repair,135.81
Extreme,Delhi,Wash basin installation,Washing Machine Repair,263.18
Extreme,Haridwar,New wiring without casing (per 5m),Carpenter,313.53
Fine,Dehradun,Replace CFL to LED,Electrician,148.65
Fine,Noida,Wash basin blockage removal,Washing Machine Repair,133.6
Fine,Delhi,New internal wiring (per 5m),Carpenter,280.87
Fine,Noida,Tap installation,Face care,90.52
Extreme,Haridwar,Material Procurement Charges,Carpenter,474.72
Fine,Dehradun,AC switchbox installation,Refrigerator Repair,387.71
Fine,Noida,Switch/socket replacement,Plumber,456.83
Fine,Dehradun,TV installation (above 48 inches),Water Purifier Repair,237.5
Extreme,Dehradun,Minor fittings installation,Electrician,442.81
Fine,Haridwar,Geyser Uninstallation,Carpenter,484.81
Fine,Rishikesh,New wiring with casing (per 5m),Pest control,325.85
Fine,Rishikesh,Single pole MCB installation,Chimney Repair,465.03
Fine,Noida,Mini home theater installation,Refrigerator Repair,63.45
Fine,Jaipur,3 Phase changeover switch installation,Water Purifier Repair,307.99
Extreme,Haridwar,Wash basin blockage removal,Chimney Repair,218.65
Fine,Jaipur,TV installation (up to 48 inches),Carpenter,467.04
Fine,Jaipur,Mini home theater installation,Carpenter,220.31
Extreme,Noida,Chandelier installation (more than 6 bulbs),Bathroom cleaning,238.84
Fine,Jaipur,Chandelier installation (more than 6 bulbs),Full home cleaning,269.3
Extreme,Haridwar,TV uninstallation,Washing Machine Repair,354.63
Extreme,Noida,Ceiling Fan Installation,Hair colour,447.29
Fine,Haridwar,Drainage pipe blockage removal,Men/kids haircut,146.92
Extreme,Ahemdabad,Chandelier installation (more than 6 bulbs),Pest control,447.79
Fine,Lucknow,Double battery inverter installation,Washing Machine Repair,287.26
Extreme,Haridwar,Ceiling Fan Installation,Carpenter,205.8
Fine,Lucknow,Decorative light & bed lamp installation,Refrigerator Repair,315.75
Fine,Lucknow,Material Procurement Charges,Washing Machine Repair,426.23
Fine,Delhi,Door bell installation,Washing Machine Repair,157.84
Fine,Jaipur,Shower installation (wall mounted/ hand-held),Hair colour,216.33
Fine,Noida,Fan Coil Repair,Face care,449.43
Extreme,Haridwar,Wash basin blockage removal,Men/kids haircut,411.12
Fine,Lucknow,Bulb,Electrician,436.79
Extreme,Lucknow,Decorative Lights Installation (per 5m),Electrician,397.38
Fine,Rishikesh,Chandelier installation (upto 6 bulbs),Massage,294.99
Extreme,Lucknow,MCB fuse replacement,Face care,397.05
Extreme,Noida,Tubelight Installation/Repair,Bathroom cleaning,376.02
Fine,Rishikesh,Decorative Lights Installation (per 5m),Chimney Repair,244.57
Fine,Ahemdabad,Minor fittings installation,Refrigerator Repair,470.75
Extreme,Jaipur,Switchboard repair,Carpenter,269.65
Extreme,Haridwar,Sub meter installation,Chimney Repair,470.85
Extreme,Dehradun,Wash Basin Leakage Repair,Carpenter,113.0
Fine,Haridwar,Decorative ceiling fan installation,Laptop Repair,478.58
Fine,Delhi,Replace CFL to LED,Washing Machine Repair,482.56
Extreme,Rishikesh,Material Procurement Charges,Chimney Repair,89.01
Extreme,Delhi,Chandelier installation (more than 6 bulbs),Face care,101.73
Fine,Lucknow,Replace CFL to LED,Men/kids haircut,401.36
Fine,Noida,Fan repair,Pest control,424.16
Fine,Lucknow,Room heater repair,Men/kids haircut,169.72
Fine,Ahemdabad,Wash Basin Leakage Repair,Home painting,256.73
Fine,Lucknow,Drainage pipe blockage removal,Plumber,205.23
Extreme,Lucknow,Lantern Installation,Carpenter,165.06
Fine,Jaipur,Thermal Cut Off (TCO),Refrigerator Repair,499.92
Fine,Lucknow,Triple Pole MCB Installation,Bathroom cleaning,265.39
Fine,Rishikesh,Bulb holder installation,Men/kids haircut,387.9
Fine,Rishikesh,Hot & cold water mixer repair,Home painting,253.0
Extreme,Jaipur,Decorative Lights Installation (per 10m),Carpenter,494.71
Extreme,Noida,Replace CFL to LED,Full home cleaning,363.88
Extreme,Ahemdabad,Door bell installation,Carpenter,147.16
Fine,Haridwar,Cavity sensor,Men/kids haircut,377.59
Fine,Haridwar,Timer,Plumber,312.5
Fine,Jaipur,TV uninstallation,Washing Machine Repair,262.5
Extreme,Lucknow,Replace CFL to LED,Carpenter,489.93
Extreme,Delhi,3 Phase changeover switch installation,Refrigerator Repair,482.17
Extreme,Rishikesh,Double Pole MCB Installation,Refrigerator Repair,255.46
Fine,Noida,Bulb,Men/kids haircut,360.91
Extreme,Delhi,Decorative light & bed lamp installation,Refrigerator Repair,255.29
Fine,Noida,Tap installation,Hair colour,473.68
Fine,Delhi,Switchboard repair,Men/kids haircut,422.8
Extreme,Delhi,Tap repair,AC Repair Service,186.38
Fine,Rishikesh,Fan repair,Shave/beard grooming,92.95
Fine,Delhi,Shower installation (wall mounted/ hand-held),Electrician,261.59
Fine,Ahemdabad,Minor fittings installation,Plumber,401.31
Fine,Dehradun,Decorative Lights Uninstallation (per 5m),Water Purifier Repair,84.69
Extreme,Dehradun,Bulb Holder Installation,Face care,459.37
Extreme,Noida,Chandelier installation (upto 6 bulbs),Microwave Repair,410.96
Extreme,Dehradun,Double battery inverter installation,Electrician,95.66
Fine,Noida,Double battery inverter installation,Microwave Repair,465.04
Fine,Noida,Chandelier installation (upto 6 bulbs),Chimney Repair,356.59
Fine,Lucknow,Balcony drain blockage removal,Shave/beard grooming,251.64
Fine,Noida,Wash basin blockage removal,Electrician,457.1
Extreme,Noida,Shower installation (wall mounted/ hand-held),Carpenter,386.73
Extreme,Ahemdabad,Double Pole MCB Installation,Carpenter,464.12
Extreme,Dehradun,Lantern Installation,Men/kids haircut,407.02
Fine,Rishikesh,Chandelier installation (more than 6 bulbs),Water Purifier Repair,100.21
Fine,Ahemdabad,Switch/socket replacement,Laptop Repair,408.93
Extreme,Noida,Switchboard installation,Washing Machine Repair,448.25
Fine,Noida,Triple Pole MCB Installation,Massage,232.06
Fine,Noida,Chandelier installation (more than 6 bulbs),Face care,395.82
Fine,Lucknow,Fan uninstallation,Microwave Repair,300.45
Fine,Ahemdabad,Wash Basin Leakage Repair,Bathroom cleaning,412.07
Fine,Lucknow,Fan repair,Face care,397.85
Extreme,Jaipur,Chandelier installation (upto 6 bulbs),Carpenter,123.08
Fine,Haridwar,Decorative Lights Installation (per 15m),Chimney Repair,423.01
Extreme,Noida,Sub meter installation,Chimney Repair,331.62
Extreme,Rishikesh,TV installation (up to 48 inches),Carpenter,175.42
Extreme,Lucknow,Hot & cold water mixer repair,Kitchen cleaning,489.33
Fine,Rishikesh,New wiring with casing (per 5m),Plumber,472.94
Fine,Jaipur,3 Phase changeover switch installation,Laptop Repair,473.37
Fine,Jaipur,MCB fuse replacement,Electrician,469.36
Fine,Jaipur,MCB fuse replacement,Carpenter,458.63
Fine,Noida,Decorative Lights Installation (per 5m),Chimney Repair,83.15
Extreme,Jaipur,New internal wiring (per 5m),Face care,391.65
Fine,Lucknow,TV uninstallation,Refrigerator Repair,90.83
Fine,Lucknow,Decorative ceiling fan installation,Men/kids haircut,398.86
Extreme,Lucknow,Geyser Uninstallation,Massage,443.36
Fine,Delhi,New wiring without casing (per 5m),AC Repair Service,329.16
Fine,Delhi,Decorative Lights Installation (per 5m),Men/kids haircut,272.79
Fine,Noida,Bulb holder installation,Men/kids haircut,448.01
Fine,Delhi,3 Phase changeover switch installation,Refrigerator Repair,387.32
Fine,Rishikesh,Decorative Lights Installation (per 15m),Home painting,479.65
Fine,Lucknow,Geyser Uninstallation,Men/kids haircut,465.94
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Men/kids haircut,350.3
Fine,Lucknow,Double battery inverter installation,Face care,303.58
Fine,Jaipur,Decorative Lights Installation (per 15m),Chimney Repair,349.98
Fine,Rishikesh,Fan Coil Repair,Plumber,471.97
Fine,Noida,Decorative Lights Installation (per 10m),Hair colour,176.68
Fine,Jaipur,Wash basin blockage removal,AC Repair Service,285.62
Extreme,Lucknow,TV installation (above 48 inches),Face care,290.89
Fine,Dehradun,Four Pole MCB Installation,Laptop Repair,255.93
Fine,Noida,Ceiling Fan Installation,Full home cleaning,300.05
Fine,Rishikesh,Fan repair,Refrigerator Repair,456.11
Fine,Haridwar,Switch Membrane / Key Pad Repair,Pest control,122.24
Extreme,Lucknow,Chandelier installation (more than 6 bulbs),Home painting,478.63
Fine,Dehradun,Decorative Lights Installation (per 15m),Massage,342.32
Fine,Lucknow,Four Pole MCB Installation,Microwave Repair,99.23
Fine,Lucknow,Bulb Holder Installation,Chimney Repair,377.98
Fine,Lucknow,Decorative Lights Installation (per 10m),Men/kids haircut,401.28
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Carpenter,469.44
Fine,Noida,Single pole MCB installation,Plumber,147.05
Fine,Jaipur,Single battery inverter installation,Men/kids haircut,246.61
Extreme,Dehradun,Switchboard installation,Home painting,388.47
Fine,Dehradun,Geyser Installation,Chimney Repair,472.21
Fine,Lucknow,Replace CFL to LED,Carpenter,399.67
Fine,Delhi,Lantern Installation,Carpenter,319.19
Extreme,Lucknow,Fan replacement,Massage,94.68
Fine,Jaipur,Double battery inverter installation,Refrigerator Repair,353.15
Fine,Delhi,New wiring with casing (per 5m),Electrician,476.57
Extreme,Ahemdabad,Geyser Uninstallation,Pest control,491.69
Fine,Jaipur,Bulb,Carpenter,390.57
Extreme,Noida,Fan Coil Repair,Men/kids haircut,250.52
Fine,Noida,Double battery inverter installation,Microwave Repair,192.17
Fine,Ahemdabad,Switchboard installation,Washing Machine Repair,480.41
Extreme,Rishikesh,Wash Basin Leakage Repair,Carpenter,441.64
Fine,Rishikesh,Minor fittings installation,Hair colour,469.3
Fine,Lucknow,Bulb Holder Installation,Washing Machine Repair,180.52
Fine,Rishikesh,Timer,Washing Machine Repair,253.51
Fine,Ahemdabad,Wash basin blockage removal,Home painting,290.64
Fine,Ahemdabad,Minor fittings installation,Carpenter,467.69
Extreme,Delhi,TV uninstallation,Laptop Repair,349.84
Fine,Jaipur,MCB fuse replacement,Men/kids haircut,415.43
Extreme,Noida,AC switchbox installation,Carpenter,476.58
Fine,Noida,Single battery inverter installation,Plumber,463.47
Fine,Rishikesh,Double battery inverter installation,AC Repair Service,111.8
Extreme,Rishikesh,Switch/socket replacement,Full home cleaning,474.86
Extreme,Delhi,AC switchbox installation,Chimney Repair,159.52
Extreme,Lucknow,Tap repair,Kitchen cleaning,292.13
Fine,Jaipur,Decorative light & bed lamp installation,Carpenter,473.27
Fine,Noida,PCB Repair,Washing Machine Repair,66.88
Extreme,Rishikesh,Tubelight Installation/Repair,Men/kids haircut,81.23
Extreme,Jaipur,Inverter PCB Card Replacement,Home painting,249.19
Fine,Jaipur,3 Phase Changeover Switch Installation,Refrigerator Repair,462.62
Fine,Jaipur,Bulb,Men/kids haircut,452.24
Extreme,Haridwar,New wiring without casing (per 5m),Full home cleaning,127.75
Fine,Delhi,TV installation (above 48 inches),Home painting,427.12
Fine,Lucknow,Chandelier installation (more than 6 bulbs),Massage,84.81
Fine,Delhi,Ceiling fan regulator replacement,Shave/beard grooming,473.19
Fine,Noida,Single pole MCB installation,Men/kids haircut,384.99
Fine,Rishikesh,Tubelight Installation/Repair,Home painting,463.82
Fine,Lucknow,Fan Coil Repair,Bathroom cleaning,90.78
Fine,Ahemdabad,Wash basin blockage removal,Electrician,378.44
Extreme,Noida,Switch/socket replacement,AC Repair Service,455.62
Extreme,Noida,Drainage pipe blockage removal,Face care,315.61
Fine,Haridwar,Fan Coil Repair,Full home cleaning,286.22
Fine,Rishikesh,Switchboard installation,Home painting,480.39
Extreme,Haridwar,Switch Membrane / Key Pad Repair,Water Purifier Repair,458.46
Fine,Noida,TV installation (above 48 inches),Men/kids haircut,400.95
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,274.53
Fine,Rishikesh,Waste pipe leakage,Men/kids haircut,443.33
Fine,Ahemdabad,Bulbs installation (upto 5 bulbs),Home painting,349.16
Fine,Jaipur,Decorative ceiling fan installation,Water Purifier Repair,97.81
Fine,Delhi,Drainage pipe blockage removal,Face care,152.64
Fine,Delhi,Fan replacement,Men/kids haircut,226.95
Fine,Ahemdabad,Fan replacement,Massage,245.86
Extreme,Dehradun,Material Procurement Charges,Men/kids haircut,450.93
Extreme,Noida,Minor fittings installation,Electrician,129.6
Extreme,Haridwar,Minor fittings installation,Carpenter,377.14
Fine,Noida,Single battery inverter installation,Face care,456.43
Fine,Noida,3 Phase changeover switch installation,Refrigerator Repair,91.48
Extreme,Noida,Fuse 5 / 15 Amp,Kitchen cleaning,456.43
Fine,Noida,3 Phase Changeover Switch Installation,Bathroom cleaning,471.85
Fine,Rishikesh,Wash basin installation,Full home cleaning,472.1
Fine,Rishikesh,Mini home theater installation,Kitchen cleaning,462.9
Fine,Lucknow,Inverter PCB Card Replacement,AC Repair Service,365.0
Extreme,Delhi,Balcony drain blockage removal,Washing Machine Repair,447.37
Fine,Ahemdabad,Decorative Lights Installation (per 10m),Water Purifier Repair,435.56
Fine,Rishikesh,Decorative ceiling fan installation,Bathroom cleaning,162.71
Fine,Noida,Decorative Lights Installation (per 10m),Face care,320.69
Fine,Dehradun,Door bell replacement,Face care,393.49
Extreme,Noida,3 Phase Changeover Switch Installation,Full home cleaning,238.99
Extreme,Noida,Chandelier installation (more than 6 bulbs),Carpenter,478.86
Extreme,Ahemdabad,Switchboard repair,Face care,395.24
Fine,Lucknow,Bulb,Bathroom cleaning,273.52
Extreme,Dehradun,Wash basin blockage removal,Home painting,205.37
Extreme,Dehradun,Wash basin installation,Electrician,414.92
Fine,Ahemdabad,Single battery inverter installation,Pest control,466.37
Extreme,Jaipur,New wiring without casing (per 5m),Face care,369.18
Extreme,Ahemdabad,Room heater repair,Chimney Repair,262.08
Fine,Rishikesh,Bulb Holder Installation,Massage,458.9
Fine,Noida,New wiring with casing (per 5m),Face care,196.97
Fine,Ahemdabad,Tap repair,Hair colour,468.67
Fine,Haridwar,Chandelier installation (upto 6 bulbs),Carpenter,414.34
Fine,Rishikesh,Stabilizer installation,Chimney Repair,259.66
Extreme,Lucknow,Decorative Lights Uninstallation (per 5m),Plumber,383.97
Fine,Dehradun,Lantern Installation,Water Purifier Repair,247.56
Fine,Haridwar,Switchboard installation,Men/kids haircut,463.87
Fine,Noida,Double battery inverter installation,Face care,332.27
Fine,Rishikesh,Door bell installation,Home painting,441.87
Fine,Delhi,Lantern Installation,Shave/beard grooming,386.35
Fine,Lucknow,Chandelier installation (upto 6 bulbs),Face care,444.37
Extreme,Rishikesh,Geyser Installation,Chimney Repair,408.23
Fine,Rishikesh,Chandelier installation (more than 6 bulbs),Laptop Repair,164.35
Fine,Lucknow,Switch/socket replacement,Kitchen cleaning,216.96
Extreme,Haridwar,TV installation (above 48 inches),Bathroom cleaning,191.19
Fine,Ahemdabad,Fan uninstallation,Pest control,266.55
Fine,Haridwar,Cavity sensor,Hair colour,406.42
Extreme,Noida,Bulb,Massage,151.33
Fine,Jaipur,Geyser Installation,Face care,478.42
Fine,Jaipur,Switchboard installation,Plumber,264.3
Extreme,Lucknow,Tap installation,Massage,379.87
Fine,Rishikesh,TV uninstallation,Carpenter,167.18
Fine,Delhi,Switch/socket replacement,Washing Machine Repair,355.62
Fine,Delhi,Thermal Cut Off (TCO),Home painting,418.66
Fine,Jaipur,TV installation (above 48 inches),Men/kids haircut,404.91
Extreme,Jaipur,Switchboard installation,Plumber,460.38
Extreme,Lucknow,TV uninstallation,Shave/beard grooming,101.45
Fine,Jaipur,Cavity sensor,Chimney Repair,481.59
Fine,Noida,Chandelier installation (upto 6 bulbs),Massage,476.6
Fine,Noida,TV installation (up to 48 inches),Carpenter,463.61
Fine,Jaipur,TV uninstallation,Chimney Repair,61.58
Extreme,Ahemdabad,PCB Repair,Men/kids haircut,388.96
Fine,Jaipur,TV uninstallation,Men/kids haircut,461.37
Extreme,Rishikesh,Single battery inverter installation,Carpenter,458.24
Fine,Noida,Thermal Cut Off (TCO),Carpenter,438.99
Fine,Jaipur,Wash Basin Leakage Repair,Carpenter,115.16
Extreme,Lucknow,Chandelier installation (upto 6 bulbs),Water Purifier Repair,378.02
Fine,Dehradun,AC switchbox installation,Washing Machine Repair,480.41
Fine,Ahemdabad,Tap repair,Men/kids haircut,486.44
Fine,Jaipur,Geyser Installation,Home painting,473.67
Fine,Jaipur,Chandelier installation (upto 6 bulbs),Laptop Repair,274.63
Extreme,Ahemdabad,Tap installation,Laptop Repair,156.2
Fine,Rishikesh,Timer,Men/kids haircut,416.05
Fine,Noida,Double battery inverter installation,Microwave Repair,409.42
Fine,Jaipur,Waste pipe leakage,Refrigerator Repair,202.43
Fine,Delhi,Switchboard installation,Men/kids haircut,349.42
Extreme,Lucknow,Tap installation,Carpenter,441.54
Fine,Dehradun,Geyser Uninstallation,Face care,445.39
Fine,Lucknow,New wiring with casing (per 5m),Face care,382.23
Extreme,Jaipur,Switchboard installation,Shave/beard grooming,472.18
Fine,Noida,Chandelier installation (more than 6 bulbs),Carpenter,275.51
Extreme,Jaipur,Fan repair,Carpenter,478.66
Fine,Haridwar,Shower installation (wall mounted/ hand-held),Home painting,348.14
Extreme,Noida,Shower installation (wall mounted/ hand-held),Shave/beard grooming,288.11
Fine,Jaipur,Triple Pole MCB Installation,Refrigerator Repair,96.63
Fine,Ahemdabad,Lights Uninstallation (per 20 m),Shave/beard grooming,276.96
Fine,Rishikesh,Material Procurement Charges,Electrician,461.6
Fine,Rishikesh,Switchboard installation,AC Repair Service,225.8
Fine,Noida,Double Pole MCB Installation,Hair colour,466.6
Fine,Jaipur,Decorative Lights Installation (per 10m),Home painting,475.83
Fine,Jaipur,Decorative Lights Installation (per 10m),Water Purifier Repair,326.02
Extreme,Noida,Double battery inverter installation,Carpenter,486.96
Extreme,Rishikesh,Hot & cold water mixer installation,Men/kids haircut,105.1
Fine,Lucknow,Stabilizer installation,Face care,422.03
Fine,Ahemdabad,Wash basin installation,Men/kids haircut,396.71
Extreme,Jaipur,Inverter PCB Card Replacement,Massage,378.86
Fine,Noida,Waste pipe leakage,Full home cleaning,403.29
Extreme,Noida,Decorative ceiling fan installation,Face care,252.13
Extreme,Lucknow,Shower installation (wall mounted/ hand-held),Shave/beard grooming,463.68
Extreme,Noida,TV uninstallation,Carpenter,480.29
Fine,Lucknow,Replace CFL to LED,Bathroom cleaning,458.67
Extreme,Noida,Ceiling fan regulator replacement,Carpenter,230.82
Fine,Lucknow,Single pole MCB installation,Chimney Repair,396.87
Fine,Haridwar,Single pole MCB installation,Chimney Repair,279.49
Extreme,Noida,Fan repair,Bathroom cleaning,386.72
Fine,Noida,Lantern Installation,Full home cleaning,382.91
Fine,Lucknow,Wash basin installation,Laptop Repair,394.31
Fine,Noida,Double battery inverter installation,Refrigerator Repair,250.71
Fine,Rishikesh,Door bell installation,Chimney Repair,368.84
Fine,Ahemdabad,Single pole MCB installation,Hair colour,469.89
Fine,Haridwar,Bulb Holder Installation,Home painting,395.61
Fine,Rishikesh,Mini home theater installation,Chimney Repair,133.89
Fine,Haridwar,Ceiling Fan Installation,Washing Machine Repair,414.3
Fine,Lucknow,Fan repair,Full home cleaning,307.07
Fine,Delhi,Minor fittings installation,Home painting,274.39
Extreme,Ahemdabad,Wash Basin Leakage Repair,Face care,465.54
Fine,Noida,Bulb,Face care,441.18
Fine,Haridwar,Lantern Installation,Bathroom cleaning,53.56
Extreme,Haridwar,Decorative ceiling fan installation,Chimney Repair,92.34
Fine,Delhi,Triple Pole MCB Installation,Microwave Repair,494.1
Fine,Rishikesh,Hot & cold water mixer repair,Men/kids haircut,480.98
Extreme,Noida,Ceiling Fan Installation,Face care,389.06
Fine,Lucknow,TV installation (above 48 inches),Massage,280.08
Extreme,Jaipur,Decorative Lights Installation (per 15m),Laptop Repair,109.77
Fine,Noida,Lights Uninstallation (per 20 m),Carpenter,451.81
Fine,Lucknow,Switch/socket replacement,Men/kids haircut,138.37
Fine,Haridwar,Decorative Lights Installation (per 10m),Chimney Repair,391.67
Fine,Delhi,Single pole MCB installation,Face care,238.34
Extreme,Haridwar,Lantern Installation,Carpenter,242.67
Extreme,Haridwar,Wash Basin Leakage Repair,Carpenter,247.25
Fine,Delhi,3 Phase Changeover Switch Installation,Carpenter,465.5
Extreme,Jaipur,Hot & cold water mixer repair,Men/kids haircut,88.47
Extreme,Delhi,Timer,Home painting,452.46
Fine,Noida,Single pole MCB installation,Pest control,77.46
Extreme,Dehradun,TV installation (above 48 inches),Carpenter,76.61
Fine,Lucknow,Replace CFL to LED,Microwave Repair,86.09
Fine,Lucknow,Room heater repair,Carpenter,455.56
Fine,Haridwar,Decorative Lights Installation (per 10m),Microwave Repair,457.09
Extreme,Noida,Fuse 5 / 15 Amp,Home painting,426.21
Fine,Haridwar,Single pole MCB installation,Face care,91.04
Extreme,Ahemdabad,Double battery inverter installation,Microwave Repair,144.27
Fine,Rishikesh,Bulb holder installation,Refrigerator Repair,393.26
Fine,Haridwar,Wash basin blockage removal,Pest control,461.88
Fine,Noida,Inverter servicing,AC Repair Service,358.38
Fine,Ahemdabad,MCB fuse replacement,Chimney Repair,441.69
Fine,Delhi,Chandelier installation (more than 6 bulbs),Electrician,157.88
Extreme,Ahemdabad,Switchboard installation,Electrician,467.74
Fine,Lucknow,AC switchbox installation,Electrician,449.0
Fine,Noida,Inverter PCB Card Replacement,Home painting,357.92
Fine,Delhi,Inverter servicing,Face care,458.05
Extreme,Noida,Single pole MCB installation,Microwave Repair,449.91
